region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Нижегородская область,3,Здравоохранение и медицинские науки,33,3.33.00.00 - Фармация,"Принято, бюджет",0.3,0,0.04,0,0.04,0,0.04,0.09
Нижегородская область,3,Здравоохранение и медицинские науки,33,3.33.00.00 - Фармация,"Принято, коммерция",4.64,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Подано, бюджет",3.65,3.54,3.48,2.85,3.84,3.96,3.49,3.32
Нижегородская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Подано, коммерция",11.26,7.6,8.43,5.86,7.67,10.55,7.56,7.07
Нижегородская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Принято, бюджет",3.24,0.78,0.63,0.82,1.01,0.75,0.62,1.23
Нижегородская область,3,Здравоохранение и медицинские науки,34,3.34.00.00 - Сестринское дело,"Принято, коммерция",9.6,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Подано, бюджет",3.92,3.31,3.43,3.18,2.41,3.03,2.26,2.39
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Подано, коммерция",0.24,0.11,0.24,0.26,0.06,0.44,0.62,0.47
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Принято, бюджет",6.52,0.12,0.08,0.17,0.13,1.24,0.12,0.18
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,35,"4.35.00.00 - Сельское, лесное и рыбное хозяйство","Принято, коммерция",0.26,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Подано, бюджет",0.44,0.34,0.23,0.38,0.32,0.44,0.35,0.47
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Подано, коммерция",0,0,0,0,0,0,0,0
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Принято, бюджет",0.83,0,0,0,0,0.08,0.12,0
Нижегородская область,4,Сельское хозяйство и сельскохозяйственные науки,36,4.36.00.00 - Ветеринария и зоотехния,"Принято, коммерция",0,NA,NA,NA,NA,NA,NA,NA
Нижегородская область,5,Науки об обществе,38,5.38.00.00 - Экономика и управление,"Подано, бюджет",11.21,11.58,10.99,12.36,13.57,15.1,12.58,11.62
