field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
2,"Инженерное дело, технологии и технические науки",Томская область,2018,9277,15,1726,0,249.04,NA
3,Здравоохранение и медицинские науки,Томская область,2018,2599,156,874,0,245.04,NA
4,Сельское хозяйство и сельскохозяйственные науки,Томская область,2018,969,4,88,0,72.56,NA
5,Науки об обществе,Томская область,2018,1908,36,1311,0,90.97,NA
6,Образование и педагогические науки,Томская область,2018,989,441,693,0,3.23,NA
7,Гуманитарные науки,Томская область,2018,0,7,7,0,NA,NA
8,Искусство и культура,Томская область,2018,812,185,143,0,3.5,NA
1,Математические и естественные науки,Томская область,2019,75,0,2,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Томская область,2019,10101,33,1845,0,141.57,NA
3,Здравоохранение и медицинские науки,Томская область,2019,2139,148,816,0,433.27,NA
4,Сельское хозяйство и сельскохозяйственные науки,Томская область,2019,1171,2,42,0,83.33,NA
5,Науки об обществе,Томская область,2019,1452,6,1816,0,118.63,NA
6,Образование и педагогические науки,Томская область,2019,1288,449,374,0,5.63,NA
7,Гуманитарные науки,Томская область,2019,155,119,81,0,2.04,NA
8,Искусство и культура,Томская область,2019,921,180,123,0,3.92,NA
1,Математические и естественные науки,Томская область,2020,48,0,7,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Томская область,2020,13377,28,2119,0,294.69,NA
3,Здравоохранение и медицинские науки,Томская область,2020,4536,131,1231,0,495.98,NA
4,Сельское хозяйство и сельскохозяйственные науки,Томская область,2020,1592,6,51,0,167.1,NA
5,Науки об обществе,Томская область,2020,2220,36,2291,0,125.4,NA
6,Образование и педагогические науки,Томская область,2020,1596,486,616,0,6.94,NA
7,Гуманитарные науки,Томская область,2020,196,91,123,0,4.08,NA
8,Искусство и культура,Томская область,2020,879,194,248,0,40.71,NA
1,Математические и естественные науки,Томская область,2021,97,0,7,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Томская область,2021,14302,72,1601,204,187.82,0.04
3,Здравоохранение и медицинские науки,Томская область,2021,3375,165,1043,0,494.32,NA
4,Сельское хозяйство и сельскохозяйственные науки,Томская область,2021,1560,4,31,0,61.11,NA
5,Науки об обществе,Томская область,2021,2580,36,2182,0,167.8,NA
6,Образование и педагогические науки,Томская область,2021,2001,496,1000,0,6.28,NA
7,Гуманитарные науки,Томская область,2021,323,121,118,0,1.86,NA
8,Искусство и культура,Томская область,2021,1009,189,290,0,13.22,NA
1,Математические и естественные науки,Томская область,2022,39,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Томская область,2022,15072,48,2153,0,321.7,NA
3,Здравоохранение и медицинские науки,Томская область,2022,2777,56,1226,0,325,NA
4,Сельское хозяйство и сельскохозяйственные науки,Томская область,2022,1651,9,40,0,87.25,NA
5,Науки об обществе,Томская область,2022,1970,36,2229,0,80.62,NA
6,Образование и педагогические науки,Томская область,2022,2675,530,990,0,6.21,NA
7,Гуманитарные науки,Томская область,2022,378,90,132,0,62.67,NA
8,Искусство и культура,Томская область,2022,1129,205,304,0,45.91,NA
1,Математические и естественные науки,Томская область,2023,54,0,6,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Томская область,2023,20041,145,1753,0,314.55,NA
3,Здравоохранение и медицинские науки,Томская область,2023,2578,49,1153,0,252.17,NA
4,Сельское хозяйство и сельскохозяйственные науки,Томская область,2023,2512,11,17,0,241.23,NA
5,Науки об обществе,Томская область,2023,2346,16,2373,0,107.65,NA
6,Образование и педагогические науки,Томская область,2023,2926,498,1105,0,6.88,NA
7,Гуманитарные науки,Томская область,2023,690,143,196,0,25.22,NA
8,Искусство и культура,Томская область,2023,1482,240,451,0,78.67,NA
1,Математические и естественные науки,Тульская область,2016,10,10,0,0,1,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2016,5703,4802,303,250,1.28,1.24
3,Здравоохранение и медицинские науки,Тульская область,2016,877,509,235,191,1.76,1.17
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2016,547,497,59,52,1.08,1.2
5,Науки об обществе,Тульская область,2016,843,667,806,739,1.31,1.11
6,Образование и педагогические науки,Тульская область,2016,641,339,27,25,2.39,1.08
7,Гуманитарные науки,Тульская область,2016,133,57,58,50,2.47,1.2
8,Искусство и культура,Тульская область,2016,453,327,61,57,1.65,1.07
1,Математические и естественные науки,Тульская область,2017,12,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2017,5761,78,247,0,133.1,NA
3,Здравоохранение и медицинские науки,Тульская область,2017,962,243,203,0,169.14,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2017,419,2,45,0,49.4,NA
5,Науки об обществе,Тульская область,2017,1293,117,886,0,38.32,NA
6,Образование и педагогические науки,Тульская область,2017,607,262,158,0,3.99,NA
7,Гуманитарные науки,Тульская область,2017,214,116,51,0,2.34,NA
8,Искусство и культура,Тульская область,2017,428,298,44,0,1.62,NA
1,Математические и естественные науки,Тульская область,2018,21,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2018,5453,86,290,0,101.63,NA
3,Здравоохранение и медицинские науки,Тульская область,2018,1017,247,252,0,73.68,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2018,450,4,50,0,34.75,NA
5,Науки об обществе,Тульская область,2018,1548,88,1718,0,49.8,NA
6,Образование и педагогические науки,Тульская область,2018,592,369,164,0,2.54,NA
7,Гуманитарные науки,Тульская область,2018,164,138,41,0,1.3,NA
8,Искусство и культура,Тульская область,2018,498,259,25,0,1.78,NA
1,Математические и естественные науки,Тульская область,2019,15,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2019,5950,85,358,0,108.69,NA
3,Здравоохранение и медицинские науки,Тульская область,2019,971,227,335,0,96.63,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2019,418,2,95,0,19.5,NA
5,Науки об обществе,Тульская область,2019,1710,85,2160,0,63.19,NA
6,Образование и педагогические науки,Тульская область,2019,589,618,477,0,3.2,NA
7,Гуманитарные науки,Тульская область,2019,167,126,79,0,2.97,NA
8,Искусство и культура,Тульская область,2019,658,328,39,0,2.15,NA
1,Математические и естественные науки,Тульская область,2020,24,1,0,0,24,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2020,9002,131,398,0,157.59,NA
3,Здравоохранение и медицинские науки,Тульская область,2020,1285,241,472,0,57.6,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2020,610,6,77,0,33.68,NA
5,Науки об обществе,Тульская область,2020,2928,122,2513,0,68.29,NA
6,Образование и педагогические науки,Тульская область,2020,862,364,186,0,4.61,NA
7,Гуманитарные науки,Тульская область,2020,188,126,76,0,1.77,NA
8,Искусство и культура,Тульская область,2020,727,282,13,0,3.03,NA
1,Математические и естественные науки,Тульская область,2021,11,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2021,8137,38,433,0,173.48,NA
3,Здравоохранение и медицинские науки,Тульская область,2021,1511,240,636,0,93.2,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2021,782,6,78,0,83.41,NA
5,Науки об обществе,Тульская область,2021,3094,51,3481,0,58.02,NA
6,Образование и педагогические науки,Тульская область,2021,718,634,598,0,3.75,NA
7,Гуманитарные науки,Тульская область,2021,217,126,51,0,1.77,NA
8,Искусство и культура,Тульская область,2021,745,250,38,0,44.45,NA
1,Математические и естественные науки,Тульская область,2022,14,1,0,0,14,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2022,8449,47,640,0,183.54,NA
3,Здравоохранение и медицинские науки,Тульская область,2022,1740,259,739,0,72.4,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2022,786,9,66,0,58.03,NA
5,Науки об обществе,Тульская область,2022,3120,46,4462,0,113.84,NA
6,Образование и педагогические науки,Тульская область,2022,729,374,343,0,3.85,NA
7,Гуманитарные науки,Тульская область,2022,184,91,279,0,2.21,NA
8,Искусство и культура,Тульская область,2022,813,238,53,0,41.29,NA
2,"Инженерное дело, технологии и технические науки",Тульская область,2023,11255,49,1682,0,224.4,NA
3,Здравоохранение и медицинские науки,Тульская область,2023,2182,234,773,0,116.47,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тульская область,2023,926,5,92,0,147.77,NA
5,Науки об обществе,Тульская область,2023,4653,52,5284,0,122.69,NA
6,Образование и педагогические науки,Тульская область,2023,1188,334,291,0,5.61,NA
7,Гуманитарные науки,Тульская область,2023,187,121,229,0,1.54,NA
8,Искусство и культура,Тульская область,2023,939,283,109,0,18.13,NA
2,"Инженерное дело, технологии и технические науки",Тюменская область,2016,17499,4998,4313,979,5.4,9.53
3,Здравоохранение и медицинские науки,Тюменская область,2016,3069,774,1230,545,4.5,2.9
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2016,2076,1032,139,86,2.74,2.13
5,Науки об обществе,Тюменская область,2016,2052,794,1324,579,3.75,2.46
6,Образование и педагогические науки,Тюменская область,2016,1458,243,56,55,8.13,1.02
7,Гуманитарные науки,Тюменская область,2016,653,133,204,87,5.85,2.75
8,Искусство и культура,Тюменская область,2016,694,227,355,119,6.1,3.73
2,"Инженерное дело, технологии и технические науки",Тюменская область,2017,18716,18,5849,0,233.68,NA
3,Здравоохранение и медицинские науки,Тюменская область,2017,3875,364,847,0,155.24,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2017,2244,3,133,0,194.23,NA
5,Науки об обществе,Тюменская область,2017,4084,77,1708,0,238.22,NA
6,Образование и педагогические науки,Тюменская область,2017,2099,292,61,0,10.85,NA
7,Гуманитарные науки,Тюменская область,2017,1068,66,272,0,49.99,NA
8,Искусство и культура,Тюменская область,2017,930,177,332,0,7.64,NA
2,"Инженерное дело, технологии и технические науки",Тюменская область,2018,21997,80,7274,0,269.72,NA
3,Здравоохранение и медицинские науки,Тюменская область,2018,4482,351,711,0,126.42,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2018,1540,7,150,0,90.69,NA
5,Науки об обществе,Тюменская область,2018,4012,60,1742,0,235.4,NA
6,Образование и педагогические науки,Тюменская область,2018,1955,262,45,0,59.05,NA
7,Гуманитарные науки,Тюменская область,2018,1233,83,283,0,24.81,NA
8,Искусство и культура,Тюменская область,2018,1369,190,400,0,38.57,NA
2,"Инженерное дело, технологии и технические науки",Тюменская область,2019,23767,39,8686,0,384.61,NA
3,Здравоохранение и медицинские науки,Тюменская область,2019,4119,335,808,0,122.53,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2019,2203,3,29,0,199.89,NA
5,Науки об обществе,Тюменская область,2019,3836,60,2182,0,429.15,NA
6,Образование и педагогические науки,Тюменская область,2019,2091,293,88,0,7.02,NA
7,Гуманитарные науки,Тюменская область,2019,1325,257,247,0,5.96,NA
8,Искусство и культура,Тюменская область,2019,1377,166,523,0,40.77,NA
2,"Инженерное дело, технологии и технические науки",Тюменская область,2020,29852,104,7918,0,418.6,NA
3,Здравоохранение и медицинские науки,Тюменская область,2020,6286,234,930,0,378.26,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2020,2398,3,146,0,164.44,NA
5,Науки об обществе,Тюменская область,2020,6888,95,3449,0,540.98,NA
6,Образование и педагогические науки,Тюменская область,2020,2163,310,133,0,7.44,NA
7,Гуманитарные науки,Тюменская область,2020,1413,238,154,0,6.65,NA
8,Искусство и культура,Тюменская область,2020,2291,173,665,0,13.42,NA
2,"Инженерное дело, технологии и технические науки",Тюменская область,2021,34113,99,10610,0,405.58,NA
3,Здравоохранение и медицинские науки,Тюменская область,2021,5881,429,948,0,376.45,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2021,2043,4,152,0,106.73,NA
5,Науки об обществе,Тюменская область,2021,7642,68,1967,0,361.27,NA
6,Образование и педагогические науки,Тюменская область,2021,2692,364,181,0,150.57,NA
7,Гуманитарные науки,Тюменская область,2021,900,257,103,0,3.85,NA
8,Искусство и культура,Тюменская область,2021,2223,259,505,0,54.65,NA
2,"Инженерное дело, технологии и технические науки",Тюменская область,2022,50710,90,8395,0,494.53,NA
3,Здравоохранение и медицинские науки,Тюменская область,2022,8976,530,929,0,311.67,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2022,2273,8,215,0,120.96,NA
5,Науки об обществе,Тюменская область,2022,8875,41,3507,0,461.14,NA
6,Образование и педагогические науки,Тюменская область,2022,2789,384,176,0,6.82,NA
7,Гуманитарные науки,Тюменская область,2022,1124,326,282,0,3.6,NA
8,Искусство и культура,Тюменская область,2022,4151,229,530,0,20.15,NA
2,"Инженерное дело, технологии и технические науки",Тюменская область,2023,59461,90,9482,0,1346.67,NA
3,Здравоохранение и медицинские науки,Тюменская область,2023,10670,27,2259,0,581.3,NA
4,Сельское хозяйство и сельскохозяйственные науки,Тюменская область,2023,3104,11,370,0,251.99,NA
5,Науки об обществе,Тюменская область,2023,10645,47,5550,0,495.06,NA
6,Образование и педагогические науки,Тюменская область,2023,2881,385,159,0,9.35,NA
7,Гуманитарные науки,Тюменская область,2023,1720,336,448,0,5.27,NA
8,Искусство и культура,Тюменская область,2023,4512,281,646,0,164.6,NA
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2016,8693,5056,2148,1520,2.08,1.56
3,Здравоохранение и медицинские науки,Удмуртская Республика,2016,2064,481,759,342,5.03,2.69
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2016,840,759,0,0,1.13,NA
5,Науки об обществе,Удмуртская Республика,2016,1771,870,2477,1641,2.68,1.73
6,Образование и педагогические науки,Удмуртская Республика,2016,1167,649,86,78,1.83,1.1
7,Гуманитарные науки,Удмуртская Республика,2016,408,175,47,30,2.35,1.07
8,Искусство и культура,Удмуртская Республика,2016,540,294,238,171,2.5,2.46
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2017,8620,73,2142,0,294.58,NA
3,Здравоохранение и медицинские науки,Удмуртская Республика,2017,1903,131,814,0,291.31,NA
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2017,703,51,0,0,192.98,NA
5,Науки об обществе,Удмуртская Республика,2017,2145,49,3181,0,45.17,NA
6,Образование и педагогические науки,Удмуртская Республика,2017,1275,675,31,0,2.03,NA
7,Гуманитарные науки,Удмуртская Республика,2017,398,120,25,0,4.07,NA
8,Искусство и культура,Удмуртская Республика,2017,584,155,258,0,5.37,NA
9,Оборона и безопасность государства. Военные науки,Удмуртская Республика,2017,0,0,0,0,NA,NA
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2018,8800,76,2385,0,207.24,NA
3,Здравоохранение и медицинские науки,Удмуртская Республика,2018,2010,147,1047,0,600.78,NA
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2018,875,6,0,0,195.24,NA
5,Науки об обществе,Удмуртская Республика,2018,2609,33,3448,0,150.43,NA
6,Образование и педагогические науки,Удмуртская Республика,2018,1351,592,42,0,2.39,NA
7,Гуманитарные науки,Удмуртская Республика,2018,648,167,16,0,4.13,NA
8,Искусство и культура,Удмуртская Республика,2018,663,165,345,0,11.98,NA
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2019,9226,79,2923,0,223.61,NA
3,Здравоохранение и медицинские науки,Удмуртская Республика,2019,2150,160,1122,0,312.29,NA
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2019,952,4,1,0,87.55,NA
5,Науки об обществе,Удмуртская Республика,2019,3167,65,4938,0,138.17,NA
6,Образование и педагогические науки,Удмуртская Республика,2019,1740,755,112,0,2.55,NA
7,Гуманитарные науки,Удмуртская Республика,2019,660,122,25,0,6.9,NA
8,Искусство и культура,Удмуртская Республика,2019,695,151,448,0,18.27,NA
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2020,10185,79,3292,0,209.73,NA
3,Здравоохранение и медицинские науки,Удмуртская Республика,2020,2399,175,1181,0,251.83,NA
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2020,1055,8,125,0,123.72,NA
5,Науки об обществе,Удмуртская Республика,2020,3485,65,4774,0,139.81,NA
6,Образование и педагогические науки,Удмуртская Республика,2020,1627,630,30,0,2.76,NA
7,Гуманитарные науки,Удмуртская Республика,2020,673,167,21,0,5.7,NA
8,Искусство и культура,Удмуртская Республика,2020,1002,147,568,0,44.21,NA
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2021,8134,83,3047,0,202.74,NA
3,Здравоохранение и медицинские науки,Удмуртская Республика,2021,1680,162,1298,0,143.47,NA
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2021,936,8,107,0,157.7,NA
5,Науки об обществе,Удмуртская Республика,2021,3323,78,5162,0,82.73,NA
6,Образование и педагогические науки,Удмуртская Республика,2021,1397,699,57,0,2.18,NA
7,Гуманитарные науки,Удмуртская Республика,2021,596,138,70,0,4.46,NA
8,Искусство и культура,Удмуртская Республика,2021,888,139,754,0,35.2,NA
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2022,8656,66,3232,0,266.75,NA
3,Здравоохранение и медицинские науки,Удмуртская Республика,2022,1770,150,1226,0,204.28,NA
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2022,838,5,103,0,177.53,NA
5,Науки об обществе,Удмуртская Республика,2022,4335,57,4499,0,169.35,NA
6,Образование и педагогические науки,Удмуртская Республика,2022,1449,711,71,0,2.15,NA
7,Гуманитарные науки,Удмуртская Республика,2022,600,166,88,0,24.85,NA
8,Искусство и культура,Удмуртская Республика,2022,908,137,825,0,5.54,NA
2,"Инженерное дело, технологии и технические науки",Удмуртская Республика,2023,10934,59,3861,0,356.21,NA
3,Здравоохранение и медицинские науки,Удмуртская Республика,2023,2849,330,1851,0,85.16,NA
4,Сельское хозяйство и сельскохозяйственные науки,Удмуртская Республика,2023,919,6,138,0,253.39,NA
5,Науки об обществе,Удмуртская Республика,2023,3898,38,5205,0,112.59,NA
6,Образование и педагогические науки,Удмуртская Республика,2023,1729,693,138,0,2.65,NA
7,Гуманитарные науки,Удмуртская Республика,2023,594,103,47,0,141.3,NA
8,Искусство и культура,Удмуртская Республика,2023,1215,198,942,0,24.17,NA
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2016,5576,3944,1176,379,1.68,2.8
3,Здравоохранение и медицинские науки,Ульяновская область,2016,1927,596,1226,366,3.45,18.24
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2016,653,422,128,115,1.98,1.32
5,Науки об обществе,Ульяновская область,2016,648,471,1057,866,1.72,1.33
6,Образование и педагогические науки,Ульяновская область,2016,723,350,69,67,2.49,1.03
7,Гуманитарные науки,Ульяновская область,2016,283,170,52,16,1.7,26.62
8,Искусство и культура,Ульяновская область,2016,289,208,66,31,1.54,1
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2017,4827,124,994,66,131.9,0.37
3,Здравоохранение и медицинские науки,Ульяновская область,2017,1792,277,1240,0,35.72,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2017,643,3,111,0,71.4,NA
5,Науки об обществе,Ульяновская область,2017,805,43,1160,0,40.97,NA
6,Образование и педагогические науки,Ульяновская область,2017,754,476,132,0,1.82,NA
7,Гуманитарные науки,Ульяновская область,2017,272,144,18,0,5.96,NA
8,Искусство и культура,Ульяновская область,2017,238,114,46,77,1.5,1.13
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2018,4504,115,1096,40,78.44,NA
3,Здравоохранение и медицинские науки,Ульяновская область,2018,2069,302,1409,0,10.94,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2018,630,1,109,0,60,NA
5,Науки об обществе,Ульяновская область,2018,794,9,1304,0,96.07,NA
6,Образование и педагогические науки,Ульяновская область,2018,825,417,131,0,2.37,NA
7,Гуманитарные науки,Ульяновская область,2018,305,217,143,0,2.09,NA
8,Искусство и культура,Ульяновская область,2018,339,150,54,0,11.66,NA
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2019,4805,117,1510,0,44.7,NA
3,Здравоохранение и медицинские науки,Ульяновская область,2019,1956,294,1323,0,8.83,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2019,702,6,105,0,127.6,NA
5,Науки об обществе,Ульяновская область,2019,1164,41,1332,0,42.35,NA
6,Образование и педагогические науки,Ульяновская область,2019,822,487,201,0,2.05,NA
7,Гуманитарные науки,Ульяновская область,2019,361,217,111,0,1.83,NA
8,Искусство и культура,Ульяновская область,2019,374,138,53,0,6.34,NA
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2020,4272,112,1039,0,114.19,NA
3,Здравоохранение и медицинские науки,Ульяновская область,2020,2236,370,1576,0,20.71,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2020,705,3,122,0,160.71,NA
5,Науки об обществе,Ульяновская область,2020,1180,13,1591,0,63.93,NA
6,Образование и педагогические науки,Ульяновская область,2020,830,502,147,0,1.87,NA
7,Гуманитарные науки,Ульяновская область,2020,295,185,98,0,1.64,NA
8,Искусство и культура,Ульяновская область,2020,451,146,81,0,10.51,NA
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2021,4988,148,830,0,86.55,NA
3,Здравоохранение и медицинские науки,Ульяновская область,2021,1876,292,1327,0,15.48,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2021,528,3,89,0,196.7,NA
5,Науки об обществе,Ульяновская область,2021,1300,50,1717,0,51.64,NA
6,Образование и педагогические науки,Ульяновская область,2021,748,454,186,0,1.82,NA
7,Гуманитарные науки,Ульяновская область,2021,279,196,102,0,1.55,NA
8,Искусство и культура,Ульяновская область,2021,468,136,115,0,25.44,NA
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2022,6686,173,1488,0,90.65,NA
3,Здравоохранение и медицинские науки,Ульяновская область,2022,2152,309,1470,0,21.58,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2022,606,8,90,0,96.29,NA
5,Науки об обществе,Ульяновская область,2022,1812,43,1788,0,83.31,NA
6,Образование и педагогические науки,Ульяновская область,2022,703,392,157,0,2.22,NA
7,Гуманитарные науки,Ульяновская область,2022,440,194,130,0,2.82,NA
8,Искусство и культура,Ульяновская область,2022,436,118,125,0,4.3,NA
2,"Инженерное дело, технологии и технические науки",Ульяновская область,2023,7223,143,1608,0,146.74,NA
3,Здравоохранение и медицинские науки,Ульяновская область,2023,2467,131,1225,0,99,NA
4,Сельское хозяйство и сельскохозяйственные науки,Ульяновская область,2023,679,1,91,0,366,NA
5,Науки об обществе,Ульяновская область,2023,2034,22,2216,0,98.07,NA
6,Образование и педагогические науки,Ульяновская область,2023,1003,421,126,0,2.9,NA
7,Гуманитарные науки,Ульяновская область,2023,472,195,88,0,4.88,NA
8,Искусство и культура,Ульяновская область,2023,384,138,160,0,37.94,NA
1,Математические и естественные науки,Хабаровский край,2016,34,25,0,0,1.36,NA
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2016,9099,5650,1504,1183,2.6,1.48
3,Здравоохранение и медицинские науки,Хабаровский край,2016,1492,637,284,179,2.64,2.29
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2016,397,385,32,31,1.04,1
5,Науки об обществе,Хабаровский край,2016,1634,1061,913,768,1.82,1.33
6,Образование и педагогические науки,Хабаровский край,2016,583,325,161,147,1.96,1.1
7,Гуманитарные науки,Хабаровский край,2016,140,115,25,19,1.24,1.32
8,Искусство и культура,Хабаровский край,2016,335,182,23,22,2.16,1
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2017,9521,57,1197,0,95.92,NA
3,Здравоохранение и медицинские науки,Хабаровский край,2017,1398,137,432,0,229.73,NA
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2017,423,2,41,0,35.5,NA
5,Науки об обществе,Хабаровский край,2017,1839,61,1036,0,126,NA
6,Образование и педагогические науки,Хабаровский край,2017,656,387,121,0,2.02,NA
7,Гуманитарные науки,Хабаровский край,2017,93,28,21,0,21.72,NA
8,Искусство и культура,Хабаровский край,2017,257,144,82,0,37.74,NA
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2018,10002,56,1659,0,108.7,NA
3,Здравоохранение и медицинские науки,Хабаровский край,2018,1549,153,638,0,278.51,NA
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2018,356,2,47,0,35.5,NA
5,Науки об обществе,Хабаровский край,2018,1988,37,1228,0,102.87,NA
6,Образование и педагогические науки,Хабаровский край,2018,647,498,152,0,1.66,NA
7,Гуманитарные науки,Хабаровский край,2018,143,1,31,0,85,NA
8,Искусство и культура,Хабаровский край,2018,394,162,76,0,2.73,NA
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2019,10605,145,1571,0,143,NA
3,Здравоохранение и медицинские науки,Хабаровский край,2019,2241,131,593,0,168.25,NA
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2019,403,3,36,0,49.15,NA
5,Науки об обществе,Хабаровский край,2019,2357,57,1386,0,87.95,NA
6,Образование и педагогические науки,Хабаровский край,2019,697,455,178,0,2,NA
7,Гуманитарные науки,Хабаровский край,2019,82,1,31,0,43,NA
8,Искусство и культура,Хабаровский край,2019,466,137,138,0,24.49,NA
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2020,11867,128,1775,0,143.3,NA
3,Здравоохранение и медицинские науки,Хабаровский край,2020,2526,146,663,0,207.32,NA
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2020,301,0,40,0,NA,NA
5,Науки об обществе,Хабаровский край,2020,2171,34,1960,0,170.7,NA
6,Образование и педагогические науки,Хабаровский край,2020,947,505,288,0,3,NA
7,Гуманитарные науки,Хабаровский край,2020,169,27,27,0,68.18,NA
8,Искусство и культура,Хабаровский край,2020,659,188,204,0,50.39,NA
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2021,12861,118,1722,0,133.48,NA
3,Здравоохранение и медицинские науки,Хабаровский край,2021,2816,168,745,0,397.42,NA
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2021,332,3,31,0,53.44,NA
5,Науки об обществе,Хабаровский край,2021,2133,35,2240,0,103.54,NA
6,Образование и педагогические науки,Хабаровский край,2021,807,489,226,0,2.49,NA
7,Гуманитарные науки,Хабаровский край,2021,215,0,49,0,NA,NA
8,Искусство и культура,Хабаровский край,2021,610,76,196,0,138.4,NA
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2022,12821,106,1698,0,212.33,NA
3,Здравоохранение и медицинские науки,Хабаровский край,2022,2193,218,447,0,83.61,NA
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2022,402,1,40,0,27,NA
5,Науки об обществе,Хабаровский край,2022,2637,62,2599,0,93.07,NA
6,Образование и педагогические науки,Хабаровский край,2022,1299,484,206,0,3.09,NA
7,Гуманитарные науки,Хабаровский край,2022,306,28,20,0,48.37,NA
8,Искусство и культура,Хабаровский край,2022,543,35,131,0,2.14,NA
2,"Инженерное дело, технологии и технические науки",Хабаровский край,2023,14336,106,1917,0,171.14,NA
3,Здравоохранение и медицинские науки,Хабаровский край,2023,3360,243,563,0,293,NA
4,Сельское хозяйство и сельскохозяйственные науки,Хабаровский край,2023,435,2,42,0,36.5,NA
5,Науки об обществе,Хабаровский край,2023,2506,27,3096,0,173.58,NA
6,Образование и педагогические науки,Хабаровский край,2023,1429,492,202,0,3.41,NA
7,Гуманитарные науки,Хабаровский край,2023,397,30,54,0,69.58,NA
8,Искусство и культура,Хабаровский край,2023,714,31,190,0,24.66,NA
