field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
7,Гуманитарные науки,Краснодарский край,2016,3078,714,2462,580,7.19,5.3
8,Искусство и культура,Краснодарский край,2016,1966,371,1698,598,7.1,5.48
1,Математические и естественные науки,Краснодарский край,2017,3155,627,1739,110,6.01,27.12
2,"Инженерное дело, технологии и технические науки",Краснодарский край,2017,17654,1933,13331,2609,11.96,18.64
3,Здравоохранение и медицинские науки,Краснодарский край,2017,7044,455,5786,910,23.69,7.27
4,Сельское хозяйство и сельскохозяйственные науки,Краснодарский край,2017,4318,551,3119,144,9.28,34.75
5,Науки об обществе,Краснодарский край,2017,14108,1170,31075,9945,16.36,4.87
6,Образование и педагогические науки,Краснодарский край,2017,8942,1584,5232,1189,6.13,5.68
7,Гуманитарные науки,Краснодарский край,2017,3224,682,2686,622,8.64,6.85
8,Искусство и культура,Краснодарский край,2017,2422,386,2140,535,9.48,15.56
1,Математические и естественные науки,Краснодарский край,2018,4569,605,2599,269,9.03,16.2
2,"Инженерное дело, технологии и технические науки",Краснодарский край,2018,18404,2039,13286,2816,11.26,15.69
3,Здравоохранение и медицинские науки,Краснодарский край,2018,7289,502,6108,857,21.79,8.47
4,Сельское хозяйство и сельскохозяйственные науки,Краснодарский край,2018,4711,565,3553,173,9.65,41.01
5,Науки об обществе,Краснодарский край,2018,18380,1066,34449,9768,22.93,5.52
6,Образование и педагогические науки,Краснодарский край,2018,11061,1638,6986,1294,7.67,8.53
7,Гуманитарные науки,Краснодарский край,2018,3818,723,3094,565,8.72,9.33
8,Искусство и культура,Краснодарский край,2018,2626,427,1731,489,8.76,8.1
1,Математические и естественные науки,Краснодарский край,2019,4738,601,3042,306,9.77,23.13
2,"Инженерное дело, технологии и технические науки",Краснодарский край,2019,20722,1923,14848,2580,14.63,19.19
3,Здравоохранение и медицинские науки,Краснодарский край,2019,7247,530,5735,883,19.29,8.22
4,Сельское хозяйство и сельскохозяйственные науки,Краснодарский край,2019,5654,580,4368,155,13.74,37.54
5,Науки об обществе,Краснодарский край,2019,13680,833,29855,8527,20.85,5.22
6,Образование и педагогические науки,Краснодарский край,2019,11255,1545,6291,1231,7.83,6.47
7,Гуманитарные науки,Краснодарский край,2019,3803,713,3293,665,8.08,12.31
8,Искусство и культура,Краснодарский край,2019,1944,313,1050,412,8.57,3.94
NA,NA,Краснодарский край,2019,244,10,188,45,24.4,4.18
1,Математические и естественные науки,Краснодарский край,2020,5217,593,2779,244,12.07,20.12
2,"Инженерное дело, технологии и технические науки",Краснодарский край,2020,22683,2185,14133,2395,13.43,16.63
3,Здравоохранение и медицинские науки,Краснодарский край,2020,9958,545,6516,928,25.79,8.65
4,Сельское хозяйство и сельскохозяйственные науки,Краснодарский край,2020,5528,602,3714,171,10.88,61.75
5,Науки об обществе,Краснодарский край,2020,19733,974,33522,7878,33.87,7.18
6,Образование и педагогические науки,Краснодарский край,2020,12191,1715,6795,997,7.49,9.92
7,Гуманитарные науки,Краснодарский край,2020,5093,762,3567,566,10.82,11.09
8,Искусство и культура,Краснодарский край,2020,2403,296,1657,423,12.24,7.02
NA,NA,Краснодарский край,2020,0,0,156,30,NA,5.2
1,Математические и естественные науки,Краснодарский край,2021,5951,700,2657,167,11.22,21.82
2,"Инженерное дело, технологии и технические науки",Краснодарский край,2021,31793,2623,14874,2107,15.23,27.57
3,Здравоохранение и медицинские науки,Краснодарский край,2021,9791,613,5977,859,21.97,8.97
4,Сельское хозяйство и сельскохозяйственные науки,Краснодарский край,2021,7312,616,4286,227,13.04,36.26
5,Науки об обществе,Краснодарский край,2021,20258,946,34796,8049,34.78,6.51
6,Образование и педагогические науки,Краснодарский край,2021,14383,1825,7639,972,8.89,11.61
7,Гуманитарные науки,Краснодарский край,2021,5510,745,3649,634,13.33,8.77
8,Искусство и культура,Краснодарский край,2021,1672,348,1092,368,6.82,5.07
NA,NA,Краснодарский край,2021,322,10,227,44,32.2,5.16
1,Математические и естественные науки,Краснодарский край,2022,6413,635,3206,187,13.29,24.18
2,"Инженерное дело, технологии и технические науки",Краснодарский край,2022,33038,2640,17473,2194,16.63,32.17
3,Здравоохранение и медицинские науки,Краснодарский край,2022,7471,606,5936,738,16.02,10.55
4,Сельское хозяйство и сельскохозяйственные науки,Краснодарский край,2022,6177,601,3647,212,10.78,49.47
5,Науки об обществе,Краснодарский край,2022,23247,907,40098,8434,39.33,7.83
6,Образование и педагогические науки,Краснодарский край,2022,14958,1892,8138,998,8.59,11.87
7,Гуманитарные науки,Краснодарский край,2022,6323,826,3985,562,13.15,17.4
8,Искусство и культура,Краснодарский край,2022,1857,326,1545,397,7.62,7.37
NA,NA,Краснодарский край,2022,366,10,275,55,36.6,5
1,Математические и естественные науки,Краснодарский край,2023,7108,637,3272,281,14.59,16.1
2,"Инженерное дело, технологии и технические науки",Краснодарский край,2023,39072,2743,18324,2471,18.17,25.44
3,Здравоохранение и медицинские науки,Краснодарский край,2023,11553,656,7846,798,23.31,13.92
4,Сельское хозяйство и сельскохозяйственные науки,Краснодарский край,2023,5766,547,2605,236,10.8,43.95
5,Науки об обществе,Краснодарский край,2023,19398,817,42138,9470,33.18,8.04
6,Образование и педагогические науки,Краснодарский край,2023,16142,1803,10432,1055,9.61,13.97
7,Гуманитарные науки,Краснодарский край,2023,6907,814,4477,785,16.77,12.33
8,Искусство и культура,Краснодарский край,2023,2502,372,1885,427,9.26,7.1
NA,NA,Краснодарский край,2023,0,0,219,51,NA,4.29
1,Математические и естественные науки,Красноярский край,2016,2517,539,492,57,5.39,17
2,"Инженерное дело, технологии и технические науки",Красноярский край,2016,23731,5155,6316,1708,5.87,6.08
3,Здравоохранение и медицинские науки,Красноярский край,2016,3174,444,1062,494,8.2,2.3
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2016,1925,1025,415,343,2.07,1.5
5,Науки об обществе,Красноярский край,2016,11767,829,14111,4875,17.62,3.96
6,Образование и педагогические науки,Красноярский край,2016,5209,899,3282,688,6.96,5.43
7,Гуманитарные науки,Красноярский край,2016,1705,145,1313,441,21.13,4.97
8,Искусство и культура,Красноярский край,2016,777,109,467,143,9.64,5.76
1,Математические и естественные науки,Красноярский край,2017,2354,572,274,26,4.56,31.99
2,"Инженерное дело, технологии и технические науки",Красноярский край,2017,30049,5159,5931,1235,6.97,9.85
3,Здравоохранение и медицинские науки,Красноярский край,2017,3126,435,1051,429,9.46,2.65
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2017,4134,1041,397,315,7.24,1.55
5,Науки об обществе,Красноярский край,2017,9519,609,13116,3977,19.9,4.79
6,Образование и педагогические науки,Красноярский край,2017,4976,830,3124,656,6.62,6.38
7,Гуманитарные науки,Красноярский край,2017,1638,114,1307,369,22.67,6.12
8,Искусство и культура,Красноярский край,2017,973,181,391,86,9.2,10.02
1,Математические и естественные науки,Красноярский край,2018,3023,549,328,35,6.51,25.98
2,"Инженерное дело, технологии и технические науки",Красноярский край,2018,30352,5134,5371,1292,7.04,9.27
3,Здравоохранение и медицинские науки,Красноярский край,2018,3035,435,1211,450,8.62,2.77
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2018,4068,1025,429,254,5.6,2.05
5,Науки об обществе,Красноярский край,2018,9280,546,12450,3302,22.5,5.44
6,Образование и педагогические науки,Красноярский край,2018,5775,870,3106,585,7.22,8.2
7,Гуманитарные науки,Красноярский край,2018,1808,137,1392,374,17.03,8.46
8,Искусство и культура,Красноярский край,2018,946,192,284,90,7.89,5.87
1,Математические и естественные науки,Красноярский край,2019,3124,489,396,42,7.17,10.11
2,"Инженерное дело, технологии и технические науки",Красноярский край,2019,31538,4859,5162,1158,7.87,7.95
3,Здравоохранение и медицинские науки,Красноярский край,2019,3157,479,1184,407,8.46,3.25
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2019,5175,1072,455,195,6.15,3.48
5,Науки об обществе,Красноярский край,2019,10213,636,10794,2829,21.04,6.07
6,Образование и педагогические науки,Красноярский край,2019,4723,803,2125,438,6.29,10.09
7,Гуманитарные науки,Красноярский край,2019,2041,195,1267,360,13.78,5.85
8,Искусство и культура,Красноярский край,2019,967,174,313,92,8.66,7.97
1,Математические и естественные науки,Красноярский край,2020,2965,392,360,37,8.7,17.02
2,"Инженерное дело, технологии и технические науки",Красноярский край,2020,32340,4776,5267,764,8.26,14.12
3,Здравоохранение и медицинские науки,Красноярский край,2020,5114,494,1575,359,15.8,4.54
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2020,4605,1048,400,143,5.01,6.25
5,Науки об обществе,Красноярский край,2020,11817,630,11212,2691,25.58,6.39
6,Образование и педагогические науки,Красноярский край,2020,5041,909,1940,312,6.06,9.3
7,Гуманитарные науки,Красноярский край,2020,3443,231,1730,356,23.3,5.95
8,Искусство и культура,Красноярский край,2020,1199,174,367,119,10.94,3.95
1,Математические и естественные науки,Красноярский край,2021,4277,526,648,12,9.94,28.87
2,"Инженерное дело, технологии и технические науки",Красноярский край,2021,47535,5136,7240,795,12.21,19.51
3,Здравоохранение и медицинские науки,Красноярский край,2021,5460,562,2261,428,19.41,6.94
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2021,5955,1001,470,168,7.58,5.28
5,Науки об обществе,Красноярский край,2021,18674,797,13511,2241,37.56,9.51
6,Образование и педагогические науки,Красноярский край,2021,6565,1125,2408,352,6.52,9.86
7,Гуманитарные науки,Красноярский край,2021,4133,257,1935,297,28.47,8.99
8,Искусство и культура,Красноярский край,2021,1590,240,583,131,15.22,7.35
1,Математические и естественные науки,Красноярский край,2022,4559,545,519,14,10.47,30.04
2,"Инженерное дело, технологии и технические науки",Красноярский край,2022,48782,5409,7872,1047,11.3,24.16
3,Здравоохранение и медицинские науки,Красноярский край,2022,4377,566,2313,538,14.73,14.11
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2022,6657,987,658,198,7.96,8.28
5,Науки об обществе,Красноярский край,2022,18465,712,14281,2507,38.23,9.65
6,Образование и педагогические науки,Красноярский край,2022,8386,1354,2583,331,7.53,15.46
7,Гуманитарные науки,Красноярский край,2022,5029,296,2431,347,30.67,8.58
8,Искусство и культура,Красноярский край,2022,1865,207,682,139,19.78,8.24
1,Математические и естественные науки,Красноярский край,2023,4869,522,518,17,10.67,41.73
2,"Инженерное дело, технологии и технические науки",Красноярский край,2023,56638,5304,9550,1143,13.25,28.97
3,Здравоохранение и медицинские науки,Красноярский край,2023,4761,605,2429,415,15.06,13.03
4,Сельское хозяйство и сельскохозяйственные науки,Красноярский край,2023,5344,789,751,191,7.57,8.98
5,Науки об обществе,Красноярский край,2023,19872,714,13718,2333,39.96,8.84
6,Образование и педагогические науки,Красноярский край,2023,12601,1458,3523,333,10.51,15.5
7,Гуманитарные науки,Красноярский край,2023,5619,269,2600,327,33.67,11.13
8,Искусство и культура,Красноярский край,2023,2024,193,643,130,19.81,7.01
1,Математические и естественные науки,Курганская область,2016,366,136,18,4,3.06,6.97
2,"Инженерное дело, технологии и технические науки",Курганская область,2016,2060,466,626,423,5.09,1.6
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2016,432,278,95,68,1.62,1.46
5,Науки об обществе,Курганская область,2016,1144,123,2063,966,11.24,2.35
6,Образование и педагогические науки,Курганская область,2016,1958,422,889,667,5.44,1.42
7,Гуманитарные науки,Курганская область,2016,256,41,188,81,7.18,3.72
8,Искусство и культура,Курганская область,2016,140,22,28,12,7.62,2.59
1,Математические и естественные науки,Курганская область,2017,590,164,45,21,4.08,1.22
2,"Инженерное дело, технологии и технические науки",Курганская область,2017,1827,389,724,510,5.52,1.53
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2017,741,274,143,86,3.42,1.62
5,Науки об обществе,Курганская область,2017,1189,92,1852,1152,15.21,2.25
6,Образование и педагогические науки,Курганская область,2017,1744,415,995,790,4.42,1.34
7,Гуманитарные науки,Курганская область,2017,297,52,135,115,6.84,1.33
8,Искусство и культура,Курганская область,2017,135,20,40,14,7.9,2.04
1,Математические и естественные науки,Курганская область,2018,677,151,52,47,4.73,1.4
2,"Инженерное дело, технологии и технические науки",Курганская область,2018,2128,464,593,473,5.34,1.39
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2018,765,290,126,109,2.87,1.17
5,Науки об обществе,Курганская область,2018,1185,128,1518,805,13.26,2.42
6,Образование и педагогические науки,Курганская область,2018,1880,462,762,585,4.32,1.56
7,Гуманитарные науки,Курганская область,2018,278,54,149,91,5.66,1.73
8,Искусство и культура,Курганская область,2018,36,6,39,28,6,1.62
1,Математические и естественные науки,Курганская область,2019,612,141,35,16,4.57,2.82
2,"Инженерное дело, технологии и технические науки",Курганская область,2019,1683,321,349,231,5.73,1.88
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2019,738,310,91,70,2.42,1.4
5,Науки об обществе,Курганская область,2019,1192,107,1078,563,16.62,2.18
6,Образование и педагогические науки,Курганская область,2019,2071,493,626,447,4.39,1.52
7,Гуманитарные науки,Курганская область,2019,186,36,57,43,6.8,1.62
8,Искусство и культура,Курганская область,2019,2,0,28,14,NA,1.89
1,Математические и естественные науки,Курганская область,2020,655,156,87,34,4.49,2.87
2,"Инженерное дело, технологии и технические науки",Курганская область,2020,2525,473,740,490,6.35,1.68
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2020,766,320,82,53,2.72,1.63
5,Науки об обществе,Курганская область,2020,945,114,1464,562,9.75,3.27
6,Образование и педагогические науки,Курганская область,2020,2658,607,1034,471,4.74,2.44
7,Гуманитарные науки,Курганская область,2020,348,64,160,101,6.91,2.46
8,Искусство и культура,Курганская область,2020,57,6,41,15,17.72,2.33
1,Математические и естественные науки,Курганская область,2021,647,164,85,30,4.26,1.89
2,"Инженерное дело, технологии и технические науки",Курганская область,2021,2117,427,836,483,6.19,1.93
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2021,442,311,42,37,1.46,1.14
5,Науки об обществе,Курганская область,2021,527,70,1369,575,7.98,2.54
6,Образование и педагогические науки,Курганская область,2021,2495,671,911,412,3.82,2.47
7,Гуманитарные науки,Курганская область,2021,190,40,172,95,4.84,1.59
8,Искусство и культура,Курганская область,2021,0,0,34,8,NA,3.2
1,Математические и естественные науки,Курганская область,2022,634,159,43,0,4.58,NA
2,"Инженерное дело, технологии и технические науки",Курганская область,2022,2443,508,634,387,6.03,2.06
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2022,786,300,50,48,3.33,1.07
5,Науки об обществе,Курганская область,2022,898,102,980,373,13.26,3.69
6,Образование и педагогические науки,Курганская область,2022,2927,634,1221,460,4.8,5.03
7,Гуманитарные науки,Курганская область,2022,277,56,169,94,4.97,2.96
8,Искусство и культура,Курганская область,2022,0,0,75,43,NA,1.76
1,Математические и естественные науки,Курганская область,2023,519,139,80,12,4.03,3.5
2,"Инженерное дело, технологии и технические науки",Курганская область,2023,2231,459,988,396,5.71,3.37
4,Сельское хозяйство и сельскохозяйственные науки,Курганская область,2023,506,183,15,11,3.18,1
5,Науки об обществе,Курганская область,2023,993,104,1098,402,14.07,3.45
6,Образование и педагогические науки,Курганская область,2023,3051,575,1655,433,5.96,4.84
7,Гуманитарные науки,Курганская область,2023,277,55,306,124,5.46,3.22
8,Искусство и культура,Курганская область,2023,41,2,119,41,20.5,11.23
1,Математические и естественные науки,Курская область,2016,677,123,44,23,6.4,1.59
2,"Инженерное дело, технологии и технические науки",Курская область,2016,4244,666,1485,919,7.96,3.38
3,Здравоохранение и медицинские науки,Курская область,2016,4169,415,3204,960,12.85,8.85
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2016,1360,365,250,99,4.58,2.42
5,Науки об обществе,Курская область,2016,3573,391,5430,3267,14.55,2.09
6,Образование и педагогические науки,Курская область,2016,1534,487,701,381,5.21,2.17
7,Гуманитарные науки,Курская область,2016,448,50,207,115,11.33,1.95
8,Искусство и культура,Курская область,2016,48,25,27,22,2,1.31
1,Математические и естественные науки,Курская область,2017,622,116,38,19,6.24,1.77
2,"Инженерное дело, технологии и технические науки",Курская область,2017,3797,664,1204,775,7.84,2.76
3,Здравоохранение и медицинские науки,Курская область,2017,4112,450,3159,1066,12.92,7.44
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2017,1036,338,160,83,3.37,2.07
5,Науки об обществе,Курская область,2017,3550,331,4165,2631,14.32,1.84
6,Образование и педагогические науки,Курская область,2017,1962,415,748,518,5.58,1.53
7,Гуманитарные науки,Курская область,2017,389,50,151,93,9.95,1.62
8,Искусство и культура,Курская область,2017,43,18,28,23,2.55,1.74
1,Математические и естественные науки,Курская область,2018,780,122,27,31,6.6,1.22
2,"Инженерное дело, технологии и технические науки",Курская область,2018,4056,680,1243,805,7.99,1.77
3,Здравоохранение и медицинские науки,Курская область,2018,4358,467,3226,764,14.52,8.61
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2018,1137,365,137,92,3.87,1.54
5,Науки об обществе,Курская область,2018,4513,368,4342,2353,14.87,2.62
6,Образование и педагогические науки,Курская область,2018,2577,437,484,492,8.54,1.07
7,Гуманитарные науки,Курская область,2018,642,70,230,128,13.57,1.83
8,Искусство и культура,Курская область,2018,39,14,39,32,3.58,1.23
1,Математические и естественные науки,Курская область,2019,692,113,71,34,7.35,2.9
2,"Инженерное дело, технологии и технические науки",Курская область,2019,3690,561,1407,915,7.67,2.12
3,Здравоохранение и медицинские науки,Курская область,2019,5386,460,3621,892,17.29,7.2
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2019,1191,365,117,74,4.16,1.64
5,Науки об обществе,Курская область,2019,4871,409,3878,1933,15.42,2.7
6,Образование и педагогические науки,Курская область,2019,3458,436,586,505,9.91,1.19
7,Гуманитарные науки,Курская область,2019,712,102,226,113,13.68,2.04
8,Искусство и культура,Курская область,2019,69,14,40,25,7.45,1.67
1,Математические и естественные науки,Курская область,2020,812,146,162,36,7.34,4.31
2,"Инженерное дело, технологии и технические науки",Курская область,2020,4060,647,1607,856,7.01,2.56
3,Здравоохранение и медицинские науки,Курская область,2020,6699,490,4733,990,22.27,10.67
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2020,1122,355,260,93,3.5,3.18
5,Науки об обществе,Курская область,2020,6299,468,4493,2087,19.56,3.3
6,Образование и педагогические науки,Курская область,2020,3122,407,987,333,8.58,4.23
7,Гуманитарные науки,Курская область,2020,854,99,457,121,15.9,4.18
8,Искусство и культура,Курская область,2020,179,38,74,32,7.06,2.59
1,Математические и естественные науки,Курская область,2021,1452,162,118,10,9.39,9.83
2,"Инженерное дело, технологии и технические науки",Курская область,2021,7041,753,1533,846,10.88,3.7
3,Здравоохранение и медицинские науки,Курская область,2021,7001,597,3929,831,18.75,22.48
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2021,1215,351,355,148,4.37,2.89
5,Науки об обществе,Курская область,2021,8193,366,3981,1856,29.73,3.37
6,Образование и педагогические науки,Курская область,2021,4027,478,719,355,9.8,3.36
7,Гуманитарные науки,Курская область,2021,1169,138,476,112,15.91,4.83
8,Искусство и культура,Курская область,2021,221,64,76,14,6.62,5.51
1,Математические и естественные науки,Курская область,2022,1345,147,178,10,10.64,26.97
2,"Инженерное дело, технологии и технические науки",Курская область,2022,8440,784,2084,1009,12.24,5.6
3,Здравоохранение и медицинские науки,Курская область,2022,5956,556,3671,844,17.22,25.39
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2022,1231,354,268,146,3.83,5
5,Науки об обществе,Курская область,2022,8428,461,4587,1836,22.53,3.74
6,Образование и педагогические науки,Курская область,2022,3851,525,770,263,8.42,4.73
7,Гуманитарные науки,Курская область,2022,1132,116,544,113,16.81,5.31
8,Искусство и культура,Курская область,2022,234,51,131,26,8.2,5.27
1,Математические и естественные науки,Курская область,2023,1429,160,172,21,10.57,8.43
2,"Инженерное дело, технологии и технические науки",Курская область,2023,7235,828,2471,1140,10.39,4.35
3,Здравоохранение и медицинские науки,Курская область,2023,4586,590,3006,899,11.45,10.52
4,Сельское хозяйство и сельскохозяйственные науки,Курская область,2023,1381,352,352,200,4.31,2.59
5,Науки об обществе,Курская область,2023,7615,503,4652,1919,19.54,3.69
6,Образование и педагогические науки,Курская область,2023,3609,535,1151,269,7.59,5.66
7,Гуманитарные науки,Курская область,2023,1045,116,479,124,17.5,7.06
8,Искусство и культура,Курская область,2023,200,56,116,14,4.54,8.53
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2016,56,34,23,13,1.68,2.08
5,Науки об обществе,Ленинградская область,2016,1948,244,1701,1141,10.53,1.68
6,Образование и педагогические науки,Ленинградская область,2016,248,100,269,176,4.11,1.54
8,Искусство и культура,Ленинградская область,2016,25,10,14,3,2.5,4.67
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2017,81,34,13,8,2.63,1.3
5,Науки об обществе,Ленинградская область,2017,1510,304,1576,1170,6.1,1.62
6,Образование и педагогические науки,Ленинградская область,2017,229,90,221,143,3.2,1.56
8,Искусство и культура,Ленинградская область,2017,29,22,0,0,1.32,NA
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2018,82,34,27,19,2.63,1.24
5,Науки об обществе,Ленинградская область,2018,1662,252,1390,782,9.13,3.16
6,Образование и педагогические науки,Ленинградская область,2018,321,125,207,150,2.89,1.49
8,Искусство и культура,Ленинградская область,2018,22,10,10,2,2.2,5
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2019,74,34,22,16,2.18,1.41
5,Науки об обществе,Ленинградская область,2019,2105,318,1086,540,7.98,3.67
6,Образование и педагогические науки,Ленинградская область,2019,449,117,154,62,6.13,3.81
8,Искусство и культура,Ленинградская область,2019,30,12,10,3,2.5,3.33
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2020,100,49,20,8,2.37,1.42
5,Науки об обществе,Ленинградская область,2020,1333,330,822,433,5.43,2.24
6,Образование и педагогические науки,Ленинградская область,2020,568,47,191,33,14.31,16.77
8,Искусство и культура,Ленинградская область,2020,34,12,10,3,2.83,3.33
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2021,155,60,9,2,3.2,7.22
5,Науки об обществе,Ленинградская область,2021,6179,360,3548,388,25.01,31.27
6,Образование и педагогические науки,Ленинградская область,2021,508,189,131,39,3.13,4.55
8,Искусство и культура,Ленинградская область,2021,21,12,10,6,1.75,1.67
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2022,186,65,62,22,3.07,7.91
5,Науки об обществе,Ленинградская область,2022,5171,395,1887,417,17.61,13.41
6,Образование и педагогические науки,Ленинградская область,2022,1126,304,601,143,3.87,5.98
8,Искусство и культура,Ленинградская область,2022,23,10,12,5,2.3,2.4
2,"Инженерное дело, технологии и технические науки",Ленинградская область,2023,216,80,64,9,3.56,13.94
5,Науки об обществе,Ленинградская область,2023,3567,387,1395,316,12.31,20.12
6,Образование и педагогические науки,Ленинградская область,2023,1759,336,815,255,5.7,6.58
8,Искусство и культура,Ленинградская область,2023,28,20,16,1,1.4,16
1,Математические и естественные науки,Липецкая область,2016,585,113,11,2,5.67,1
2,"Инженерное дело, технологии и технические науки",Липецкая область,2016,3214,835,733,517,4.51,1.58
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2016,195,75,4,4,2.67,1
5,Науки об обществе,Липецкая область,2016,3288,357,4571,1704,14.28,4.27
6,Образование и педагогические науки,Липецкая область,2016,3066,939,482,146,3.75,4.59
7,Гуманитарные науки,Липецкая область,2016,585,108,160,86,5.89,2.38
8,Искусство и культура,Липецкая область,2016,94,34,18,7,2.92,3.9
1,Математические и естественные науки,Липецкая область,2017,529,103,39,10,5.4,3.59
2,"Инженерное дело, технологии и технические науки",Липецкая область,2017,3200,858,708,471,4.41,1.73
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2017,212,70,1,1,3.07,1
5,Науки об обществе,Липецкая область,2017,2441,265,4349,1680,12.92,4.51
6,Образование и педагогические науки,Липецкая область,2017,3653,930,714,162,4.43,5.58
7,Гуманитарные науки,Липецкая область,2017,359,91,171,38,4.3,8.26
8,Искусство и культура,Липецкая область,2017,75,25,49,21,3,1.64
1,Математические и естественные науки,Липецкая область,2018,674,128,54,11,5.96,5.26
2,"Инженерное дело, технологии и технические науки",Липецкая область,2018,3476,855,800,517,4.8,2.11
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2018,244,80,6,5,3.22,1.2
5,Науки об обществе,Липецкая область,2018,2593,301,3691,1306,10.99,4.54
6,Образование и педагогические науки,Липецкая область,2018,3482,650,796,218,6.01,9.13
7,Гуманитарные науки,Липецкая область,2018,537,92,163,69,6.38,2.79
8,Искусство и культура,Липецкая область,2018,56,14,35,15,4,8.38
1,Математические и естественные науки,Липецкая область,2019,636,115,75,32,5.85,3.1
2,"Инженерное дело, технологии и технические науки",Липецкая область,2019,3105,738,826,436,4.94,2.89
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2019,199,65,20,15,3.08,1.28
5,Науки об обществе,Липецкая область,2019,2791,302,3047,1277,13.61,4.74
6,Образование и педагогические науки,Липецкая область,2019,3004,603,902,248,5.08,6.9
7,Гуманитарные науки,Липецкая область,2019,742,132,232,77,7.54,3.39
8,Искусство и культура,Липецкая область,2019,39,6,29,5,6.5,13.88
1,Математические и естественные науки,Липецкая область,2020,496,154,82,19,4.08,4.77
2,"Инженерное дело, технологии и технические науки",Липецкая область,2020,1980,835,730,414,2.92,2.58
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2020,200,65,4,1,3.28,4
5,Науки об обществе,Липецкая область,2020,2107,245,2996,999,12.88,4.82
6,Образование и педагогические науки,Липецкая область,2020,3544,690,808,142,5.4,6.84
7,Гуманитарные науки,Липецкая область,2020,659,117,318,76,7.43,5.78
8,Искусство и культура,Липецкая область,2020,122,44,23,2,2.81,12.04
1,Математические и естественные науки,Липецкая область,2021,1076,177,86,3,6.44,3
2,"Инженерное дело, технологии и технические науки",Липецкая область,2021,4409,843,643,371,6.52,1.76
3,Здравоохранение и медицинские науки,Липецкая область,2021,0,0,11,7,NA,1.57
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2021,256,79,5,3,3.31,1.7
5,Науки об обществе,Липецкая область,2021,2554,246,3003,1035,12.93,4.1
6,Образование и педагогические науки,Липецкая область,2021,3586,640,995,148,6.48,14.81
7,Гуманитарные науки,Липецкая область,2021,373,60,233,60,7.85,6.76
8,Искусство и культура,Липецкая область,2021,189,30,54,0,7.23,NA
1,Математические и естественные науки,Липецкая область,2022,1093,140,100,1,9.38,12
2,"Инженерное дело, технологии и технические науки",Липецкая область,2022,3877,785,956,464,6.59,3.82
3,Здравоохранение и медицинские науки,Липецкая область,2022,0,0,39,15,NA,2.6
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2022,211,90,7,1,2.46,5
5,Науки об обществе,Липецкая область,2022,2383,246,2985,971,15.19,4.92
6,Образование и педагогические науки,Липецкая область,2022,4118,500,1105,208,8.38,8.86
7,Гуманитарные науки,Липецкая область,2022,382,85,190,41,5.2,5.49
8,Искусство и культура,Липецкая область,2022,38,14,13,1,2.86,2
1,Математические и естественные науки,Липецкая область,2023,1169,141,173,19,9.28,14.08
2,"Инженерное дело, технологии и технические науки",Липецкая область,2023,4186,757,1516,647,6.88,4.08
3,Здравоохранение и медицинские науки,Липецкая область,2023,0,0,38,16,NA,2.48
4,Сельское хозяйство и сельскохозяйственные науки,Липецкая область,2023,212,72,17,6,3.06,3.05
5,Науки об обществе,Липецкая область,2023,3384,277,4033,1257,19.87,7.85
6,Образование и педагогические науки,Липецкая область,2023,3687,491,1291,296,7.7,7.38
