field,field_name,region,year,applied_budget_total_sum,accepted_budget_total_sum,applied_commerc_sum,accepted_commerc_sum,konkurs_budget_mean,konkurs_commerce_mean
5,Науки об обществе,Ханты-Мансийский автономный округ,2022,5617,595,2116,288,10.42,18.04
6,Образование и педагогические науки,Ханты-Мансийский автономный округ,2022,2316,552,1006,143,4.53,8.13
7,Гуманитарные науки,Ханты-Мансийский автономный округ,2022,1975,356,682,87,6.53,26.32
8,Искусство и культура,Ханты-Мансийский автономный округ,2022,235,61,99,6,3.89,15.41
1,Математические и естественные науки,Ханты-Мансийский автономный округ,2023,1207,218,313,12,6.24,41.91
2,"Инженерное дело, технологии и технические науки",Ханты-Мансийский автономный округ,2023,7021,856,3753,1053,8.58,19.39
3,Здравоохранение и медицинские науки,Ханты-Мансийский автономный округ,2023,1330,220,863,165,6.69,5.94
5,Науки об обществе,Ханты-Мансийский автономный округ,2023,5320,589,2188,210,10.01,20.16
6,Образование и педагогические науки,Ханты-Мансийский автономный округ,2023,2536,516,1291,191,5.65,55.64
7,Гуманитарные науки,Ханты-Мансийский автономный округ,2023,1904,348,836,88,6,20.48
8,Искусство и культура,Ханты-Мансийский автономный округ,2023,363,65,188,13,6.09,13.07
1,Математические и естественные науки,Челябинская область,2016,3713,656,471,144,6.35,4.33
2,"Инженерное дело, технологии и технические науки",Челябинская область,2016,20093,4087,4107,2314,5.58,2.53
3,Здравоохранение и медицинские науки,Челябинская область,2016,3537,635,1609,303,10.25,7.77
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2016,2825,735,333,100,4.1,3.31
5,Науки об обществе,Челябинская область,2016,6427,471,14436,7478,20.86,2.39
6,Образование и педагогические науки,Челябинская область,2016,7464,1144,2994,2396,7.25,1.29
7,Гуманитарные науки,Челябинская область,2016,2602,510,1650,601,9.31,3.3
8,Искусство и культура,Челябинская область,2016,1378,424,899,435,5.02,2.77
1,Математические и естественные науки,Челябинская область,2017,4034,647,449,155,7.29,4.08
2,"Инженерное дело, технологии и технические науки",Челябинская область,2017,19978,3563,4200,2195,6.38,2.33
3,Здравоохранение и медицинские науки,Челябинская область,2017,4109,615,2202,450,12.25,7.01
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2017,3053,574,594,100,6.93,11.63
5,Науки об обществе,Челябинская область,2017,8675,474,13294,6657,27.66,2.41
6,Образование и педагогические науки,Челябинская область,2017,8342,1106,2984,2286,8.17,1.37
7,Гуманитарные науки,Челябинская область,2017,3532,493,1643,622,17.96,3.34
8,Искусство и культура,Челябинская область,2017,1593,414,887,489,5.41,2.55
1,Математические и естественные науки,Челябинская область,2018,4771,562,535,179,9.71,4.84
2,"Инженерное дело, технологии и технические науки",Челябинская область,2018,20347,3475,4028,2380,6.83,2.03
3,Здравоохранение и медицинские науки,Челябинская область,2018,3992,636,2320,445,11.89,10.44
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2018,3234,651,308,70,6.38,6.22
5,Науки об обществе,Челябинская область,2018,6603,389,11373,5588,24.99,2.55
6,Образование и педагогические науки,Челябинская область,2018,8425,1065,3189,2266,8.84,1.47
7,Гуманитарные науки,Челябинская область,2018,3379,515,1598,642,12.53,3.69
8,Искусство и культура,Челябинская область,2018,1578,438,700,395,5.06,2.44
1,Математические и естественные науки,Челябинская область,2019,4578,558,778,245,9.58,4.35
2,"Инженерное дело, технологии и технические науки",Челябинская область,2019,18284,3117,4369,2721,6.83,2.04
3,Здравоохранение и медицинские науки,Челябинская область,2019,4030,615,2010,431,11.97,6.38
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2019,3512,679,199,59,5.89,4.64
5,Науки об обществе,Челябинская область,2019,7766,382,12780,5872,28.18,3
6,Образование и педагогические науки,Челябинская область,2019,6976,983,3003,2109,7.67,1.81
7,Гуманитарные науки,Челябинская область,2019,3079,508,1648,575,11.99,3.7
8,Искусство и культура,Челябинская область,2019,1235,370,747,436,4.97,1.91
1,Математические и естественные науки,Челябинская область,2020,4445,631,670,120,7.9,8.51
2,"Инженерное дело, технологии и технические науки",Челябинская область,2020,18803,3442,4885,1970,6.63,4.52
3,Здравоохранение и медицинские науки,Челябинская область,2020,4729,613,2519,454,16.15,8.31
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2020,2221,604,100,28,3.87,2.46
5,Науки об обществе,Челябинская область,2020,11432,647,11762,4672,25.66,3.67
6,Образование и педагогические науки,Челябинская область,2020,7544,1153,3630,1583,7.11,3.06
7,Гуманитарные науки,Челябинская область,2020,4919,615,1852,538,14.62,4.4
8,Искусство и культура,Челябинская область,2020,1790,384,882,423,7,2.63
1,Математические и естественные науки,Челябинская область,2021,5822,681,541,77,9.71,8.16
2,"Инженерное дело, технологии и технические науки",Челябинская область,2021,29455,3764,4066,2012,9.92,3.46
3,Здравоохранение и медицинские науки,Челябинская область,2021,5793,678,2476,363,20.04,10.01
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2021,4372,589,167,37,8.98,9.3
5,Науки об обществе,Челябинская область,2021,9961,543,12301,4679,25.5,3.94
6,Образование и педагогические науки,Челябинская область,2021,9081,1294,3930,1925,7.57,2.22
7,Гуманитарные науки,Челябинская область,2021,3670,530,1682,521,21.63,4.14
8,Искусство и культура,Челябинская область,2021,1413,431,661,310,4.41,3
1,Математические и естественные науки,Челябинская область,2022,7114,681,941,117,12.6,17.75
2,"Инженерное дело, технологии и технические науки",Челябинская область,2022,34731,3557,5249,2195,12.33,5.74
3,Здравоохранение и медицинские науки,Челябинская область,2022,5209,675,2540,320,20.92,16.13
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2022,4697,635,278,24,8.85,13.24
5,Науки об обществе,Челябинская область,2022,12959,530,13971,4709,35.43,4.69
6,Образование и педагогические науки,Челябинская область,2022,9984,1350,4195,2609,8.11,4.68
7,Гуманитарные науки,Челябинская область,2022,4675,565,1915,445,20.17,5.37
8,Искусство и культура,Челябинская область,2022,1807,451,710,311,6.01,3.49
1,Математические и естественные науки,Челябинская область,2023,6067,705,864,69,9.3,15.32
2,"Инженерное дело, технологии и технические науки",Челябинская область,2023,29222,3639,6941,2499,10.07,8.42
3,Здравоохранение и медицинские науки,Челябинская область,2023,6338,740,2977,541,19.17,11.59
4,Сельское хозяйство и сельскохозяйственные науки,Челябинская область,2023,4816,690,447,29,8.54,46.06
5,Науки об обществе,Челябинская область,2023,12030,581,16509,5111,27.4,4.89
6,Образование и педагогические науки,Челябинская область,2023,10496,1368,5678,2546,8.12,5.46
7,Гуманитарные науки,Челябинская область,2023,4872,599,2345,538,15.33,6.24
8,Искусство и культура,Челябинская область,2023,1865,485,1149,435,5.08,3.27
1,Математические и естественные науки,Чеченская Республика,2016,1218,540,224,118,2.39,6.53
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2016,3641,1133,279,179,3.69,1.69
3,Здравоохранение и медицинские науки,Чеченская Республика,2016,1125,312,342,124,8.91,2.91
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2016,423,199,20,14,2.69,1
5,Науки об обществе,Чеченская Республика,2016,6812,1721,2230,906,5.33,3.67
6,Образование и педагогические науки,Чеченская Республика,2016,2584,1056,821,672,3.07,1.25
7,Гуманитарные науки,Чеченская Республика,2016,762,238,150,101,6.33,1.48
8,Искусство и культура,Чеченская Республика,2016,252,88,33,17,3.59,2.28
1,Математические и естественные науки,Чеченская Республика,2017,1094,521,174,114,2.27,1.53
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2017,3229,1136,305,177,3.19,1.68
3,Здравоохранение и медицинские науки,Чеченская Республика,2017,1323,375,307,132,5.83,2.4
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2017,421,234,18,15,2.02,1.35
5,Науки об обществе,Чеченская Республика,2017,5886,1349,1861,938,4.97,2.49
6,Образование и педагогические науки,Чеченская Республика,2017,2788,1013,692,600,3.23,1.69
7,Гуманитарные науки,Чеченская Республика,2017,758,210,147,101,6.21,1.5
8,Искусство и культура,Чеченская Республика,2017,228,85,48,21,2.89,1.49
1,Математические и естественные науки,Чеченская Республика,2018,1257,549,92,36,2.64,3.15
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2018,3768,985,376,228,4.79,1.69
3,Здравоохранение и медицинские науки,Чеченская Республика,2018,1393,346,373,110,5.88,4.1
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2018,517,194,9,2,3.03,3.33
5,Науки об обществе,Чеченская Республика,2018,6635,1131,1953,1026,6.98,2.19
6,Образование и педагогические науки,Чеченская Республика,2018,3373,1062,567,409,4.59,1.42
7,Гуманитарные науки,Чеченская Республика,2018,872,232,115,70,6.28,1.55
8,Искусство и культура,Чеченская Республика,2018,162,81,17,7,2.39,2.09
1,Математические и естественные науки,Чеченская Республика,2019,883,522,72,39,1.78,1.87
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2019,3703,1198,674,394,3.71,1.95
3,Здравоохранение и медицинские науки,Чеченская Республика,2019,1338,323,607,206,5.33,3.03
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2019,375,190,4,0,2.78,NA
5,Науки об обществе,Чеченская Республика,2019,3437,782,2669,1315,5.27,2.45
6,Образование и педагогические науки,Чеченская Республика,2019,3069,1076,759,567,3.83,1.36
7,Гуманитарные науки,Чеченская Республика,2019,848,239,171,98,5.37,1.99
8,Искусство и культура,Чеченская Республика,2019,159,66,30,16,3.28,1.25
1,Математические и естественные науки,Чеченская Республика,2020,1254,517,83,39,2.56,1.86
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2020,4137,1116,691,411,4.69,2.08
3,Здравоохранение и медицинские науки,Чеченская Республика,2020,2543,459,693,265,10.1,2.66
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2020,399,163,4,0,2.82,NA
5,Науки об обществе,Чеченская Республика,2020,4695,738,3436,1432,7.16,4.2
6,Образование и педагогические науки,Чеченская Республика,2020,3791,1087,778,602,4.5,1.36
7,Гуманитарные науки,Чеченская Республика,2020,1000,206,194,93,5.69,2.22
8,Искусство и культура,Чеченская Республика,2020,176,55,43,30,3.79,1.46
1,Математические и естественные науки,Чеченская Республика,2021,1089,548,83,31,2.04,3
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2021,3472,1131,782,568,3.79,1.52
3,Здравоохранение и медицинские науки,Чеченская Республика,2021,1332,544,683,165,2.53,9.43
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2021,329,173,26,13,2.34,1.86
5,Науки об обществе,Чеченская Республика,2021,3603,779,2916,1435,5.59,2.59
6,Образование и педагогические науки,Чеченская Республика,2021,3515,1212,799,651,3.53,1.26
7,Гуманитарные науки,Чеченская Республика,2021,863,231,214,102,5.16,2.48
8,Искусство и культура,Чеченская Республика,2021,81,31,56,30,2.91,1.49
1,Математические и естественные науки,Чеченская Республика,2022,1022,534,110,26,2.03,4.01
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2022,3924,1217,1258,916,4.85,1.42
3,Здравоохранение и медицинские науки,Чеченская Республика,2022,1362,540,783,195,2.56,6.83
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2022,297,165,28,6,2.28,2.33
5,Науки об обществе,Чеченская Республика,2022,3293,758,2943,1646,5.41,1.82
6,Образование и педагогические науки,Чеченская Республика,2022,5273,1258,931,736,6.35,1.35
7,Гуманитарные науки,Чеченская Республика,2022,927,243,193,81,5.22,3.07
8,Искусство и культура,Чеченская Республика,2022,144,67,34,21,2.42,1.52
1,Математические и естественные науки,Чеченская Республика,2023,1158,523,151,39,2.36,5.16
2,"Инженерное дело, технологии и технические науки",Чеченская Республика,2023,4313,1300,1552,992,3.78,1.78
3,Здравоохранение и медицинские науки,Чеченская Республика,2023,1166,545,784,259,2.17,3
4,Сельское хозяйство и сельскохозяйственные науки,Чеченская Республика,2023,342,197,36,13,1.85,2.71
5,Науки об обществе,Чеченская Республика,2023,3937,869,2974,1858,5.62,1.65
6,Образование и педагогические науки,Чеченская Республика,2023,5860,1167,1773,691,5.69,2.9
7,Гуманитарные науки,Чеченская Республика,2023,771,250,149,55,3.25,2.62
8,Искусство и культура,Чеченская Республика,2023,95,58,39,22,1.67,1.27
1,Математические и естественные науки,Чувашская Республика,2016,797,157,245,65,5.69,26.16
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2016,5270,1110,1644,760,5.64,6.34
3,Здравоохранение и медицинские науки,Чувашская Республика,2016,1984,299,1116,776,8.06,1.46
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2016,1055,350,52,50,3.3,1.04
5,Науки об обществе,Чувашская Республика,2016,2360,163,4629,2169,18.18,3.98
6,Образование и педагогические науки,Чувашская Республика,2016,4209,741,1506,356,7.34,5.5
7,Гуманитарные науки,Чувашская Республика,2016,553,45,540,153,14.2,4.87
8,Искусство и культура,Чувашская Республика,2016,204,130,99,69,2.24,7.72
1,Математические и естественные науки,Чувашская Республика,2017,696,140,221,134,5.3,2.48
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2017,4904,965,2099,903,5.89,7.34
3,Здравоохранение и медицинские науки,Чувашская Республика,2017,150,50,2780,1341,3,2.99
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2017,1127,329,227,178,3.59,1.31
5,Науки об обществе,Чувашская Республика,2017,2008,131,4285,1925,18.94,2.76
6,Образование и педагогические науки,Чувашская Республика,2017,2964,561,1578,274,5.74,8.16
7,Гуманитарные науки,Чувашская Республика,2017,558,44,549,174,15.23,3.94
8,Искусство и культура,Чувашская Республика,2017,227,110,128,76,3.1,4.19
1,Математические и естественные науки,Чувашская Республика,2018,670,155,169,119,4.64,1.38
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2018,5754,1143,2016,862,5.65,4.2
3,Здравоохранение и медицинские науки,Чувашская Республика,2018,2107,295,1302,758,13.32,1.75
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2018,1512,365,256,99,4.55,3.01
5,Науки об обществе,Чувашская Республика,2018,3419,269,4507,2196,18.7,2.48
6,Образование и педагогические науки,Чувашская Республика,2018,3758,556,1206,346,7.46,4.13
7,Гуманитарные науки,Чувашская Республика,2018,570,56,639,200,13.56,3.85
8,Искусство и культура,Чувашская Республика,2018,220,106,132,77,3.66,1.93
1,Математические и естественные науки,Чувашская Республика,2019,657,154,107,36,4.62,5.18
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2019,5788,1012,2215,1179,6.62,7.56
3,Здравоохранение и медицинские науки,Чувашская Республика,2019,2440,328,1328,806,10.96,1.66
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2019,1518,365,264,79,4.44,4.59
5,Науки об обществе,Чувашская Республика,2019,2645,177,4799,2335,18.93,2.84
6,Образование и педагогические науки,Чувашская Республика,2019,3550,503,1118,305,7.51,9.36
7,Гуманитарные науки,Чувашская Республика,2019,531,68,542,177,10.96,3.55
8,Искусство и культура,Чувашская Республика,2019,228,106,186,97,3.65,1.8
1,Математические и естественные науки,Чувашская Республика,2020,742,180,46,12,4.28,10.94
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2020,6423,1295,1783,867,5.87,2.86
3,Здравоохранение и медицинские науки,Чувашская Республика,2020,3279,321,1254,793,18.78,1.68
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2020,1487,367,198,67,4.38,3.73
5,Науки об обществе,Чувашская Республика,2020,2851,237,4347,1844,20.33,2.93
6,Образование и педагогические науки,Чувашская Республика,2020,3803,551,1095,167,7.44,10.9
7,Гуманитарные науки,Чувашская Республика,2020,879,71,653,213,17.7,4.39
8,Искусство и культура,Чувашская Республика,2020,390,132,145,66,9.43,5.58
1,Математические и естественные науки,Чувашская Республика,2021,1502,218,72,21,8.22,4.39
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2021,6625,1174,2213,1263,8.15,2.84
3,Здравоохранение и медицинские науки,Чувашская Республика,2021,2698,399,1404,623,9.43,2.51
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2021,2037,355,351,24,7.25,22.16
5,Науки об обществе,Чувашская Республика,2021,1319,143,5239,2407,12.27,3.73
6,Образование и педагогические науки,Чувашская Республика,2021,3908,615,861,186,6.66,7.56
7,Гуманитарные науки,Чувашская Республика,2021,309,27,545,202,17.72,2.83
8,Искусство и культура,Чувашская Республика,2021,252,138,117,66,2.43,2.26
1,Математические и естественные науки,Чувашская Республика,2022,1656,179,218,74,11.57,12.38
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2022,9163,1042,2618,1331,11.88,4.82
3,Здравоохранение и медицинские науки,Чувашская Республика,2022,2715,407,1816,1032,9.52,3.16
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2022,1923,357,208,50,6.12,4.5
5,Науки об обществе,Чувашская Республика,2022,2494,207,4719,2382,17.21,2.97
6,Образование и педагогические науки,Чувашская Республика,2022,4636,623,988,259,7.87,5.89
7,Гуманитарные науки,Чувашская Республика,2022,636,65,564,171,16.22,4.94
8,Искусство и культура,Чувашская Республика,2022,290,128,140,45,6.57,4.77
1,Математические и естественные науки,Чувашская Республика,2023,1909,224,275,80,10.81,7.23
2,"Инженерное дело, технологии и технические науки",Чувашская Республика,2023,7894,1115,3819,1448,9.27,7
3,Здравоохранение и медицинские науки,Чувашская Республика,2023,3305,435,2632,1021,11.16,4.21
4,Сельское хозяйство и сельскохозяйственные науки,Чувашская Республика,2023,1990,342,1416,104,6.84,34.74
5,Науки об обществе,Чувашская Республика,2023,2734,194,6125,2624,17.98,4.62
6,Образование и педагогические науки,Чувашская Республика,2023,3818,615,1286,297,6.28,9.53
7,Гуманитарные науки,Чувашская Республика,2023,810,92,735,175,11.98,5.76
8,Искусство и культура,Чувашская Республика,2023,327,115,184,92,5.42,2.07
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2016,56,20,32,16,2.23,2.25
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2017,62,37,15,12,1.68,1.32
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2018,73,45,18,13,1.66,1
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2019,22,15,12,1,1.47,NA
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2020,25,14,19,12,1.79,1.58
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2021,49,28,31,11,1.77,1
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2022,21,16,28,17,1.31,1.59
2,"Инженерное дело, технологии и технические науки",Чукотский автономный округ,2023,86,55,23,16,1.59,1.65
2,"Инженерное дело, технологии и технические науки",Ямало-Ненецкий автономный округ,2016,96,30,276,203,7.62,1.3
5,Науки об обществе,Ямало-Ненецкий автономный округ,2016,0,0,104,72,NA,1.63
2,"Инженерное дело, технологии и технические науки",Ямало-Ненецкий автономный округ,2017,27,16,209,133,1.69,1.95
5,Науки об обществе,Ямало-Ненецкий автономный округ,2017,0,0,84,84,NA,1
2,"Инженерное дело, технологии и технические науки",Ямало-Ненецкий автономный округ,2018,0,0,137,120,NA,1.15
2,"Инженерное дело, технологии и технические науки",Ямало-Ненецкий автономный округ,2019,25,13,128,85,1.92,1.42
5,Науки об обществе,Ямало-Ненецкий автономный округ,2019,0,0,0,0,NA,NA
1,Математические и естественные науки,Ярославская область,2016,2318,340,160,27,7.69,6.1
2,"Инженерное дело, технологии и технические науки",Ярославская область,2016,6870,1270,1674,518,6.36,8.62
3,Здравоохранение и медицинские науки,Ярославская область,2016,4526,377,2411,229,15.49,11.78
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2016,1031,325,22,22,3.38,1
5,Науки об обществе,Ярославская область,2016,4606,381,4513,1893,15.79,3.15
6,Образование и педагогические науки,Ярославская область,2016,5287,653,2645,620,12.26,6.59
7,Гуманитарные науки,Ярославская область,2016,544,44,244,100,13.57,2.6
8,Искусство и культура,Ярославская область,2016,119,30,108,68,3.97,1.82
1,Математические и естественные науки,Ярославская область,2017,2692,352,170,46,8.48,6.27
2,"Инженерное дело, технологии и технические науки",Ярославская область,2017,6880,1262,1233,461,6.66,5.6
3,Здравоохранение и медицинские науки,Ярославская область,2017,4725,370,2415,244,17.91,11.51
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2017,1217,319,30,30,4.27,1
5,Науки об обществе,Ярославская область,2017,4204,343,3900,2038,14.53,2.76
6,Образование и педагогические науки,Ярославская область,2017,4956,576,2211,645,10.53,5.62
7,Гуманитарные науки,Ярославская область,2017,668,59,265,95,14.68,2.9
8,Искусство и культура,Ярославская область,2017,172,30,153,94,5.73,1.7
1,Математические и естественные науки,Ярославская область,2018,2959,359,249,71,9.21,5.71
2,"Инженерное дело, технологии и технические науки",Ярославская область,2018,7711,1260,1456,504,7.75,5.02
3,Здравоохранение и медицинские науки,Ярославская область,2018,5282,365,3175,292,22.71,14.8
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2018,1326,319,30,5,4.39,5.9
5,Науки об обществе,Ярославская область,2018,4724,342,3729,1499,16.54,3.48
6,Образование и педагогические науки,Ярославская область,2018,5362,641,2702,590,10.58,7
7,Гуманитарные науки,Ярославская область,2018,578,59,270,99,12.39,2.98
8,Искусство и культура,Ярославская область,2018,160,33,116,61,4.9,2.05
1,Математические и естественные науки,Ярославская область,2019,2980,342,274,97,9.85,3.98
2,"Инженерное дело, технологии и технические науки",Ярославская область,2019,8432,1249,2070,652,8.84,5.49
3,Здравоохранение и медицинские науки,Ярославская область,2019,5619,367,2991,314,23.15,12.98
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2019,1569,297,206,122,6.04,1.96
5,Науки об обществе,Ярославская область,2019,5209,355,4281,1777,18.14,3.45
6,Образование и педагогические науки,Ярославская область,2019,5969,667,3237,612,10.89,7.89
7,Гуманитарные науки,Ярославская область,2019,628,76,306,106,10.85,2.85
8,Искусство и культура,Ярославская область,2019,145,22,159,86,6.59,2.07
1,Математические и естественные науки,Ярославская область,2020,2734,358,382,67,8.36,8.39
2,"Инженерное дело, технологии и технические науки",Ярославская область,2020,7305,1275,1839,541,6.97,8.16
3,Здравоохранение и медицинские науки,Ярославская область,2020,6221,374,3227,251,26.97,26.24
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2020,1753,301,198,59,6.77,3.31
5,Науки об обществе,Ярославская область,2020,4747,322,4850,1549,19.9,4.23
6,Образование и педагогические науки,Ярославская область,2020,6613,681,2641,466,10.7,6.58
7,Гуманитарные науки,Ярославская область,2020,679,62,345,115,14.27,3.23
8,Искусство и культура,Ярославская область,2020,193,23,112,53,8.39,2.2
1,Математические и естественные науки,Ярославская область,2021,3538,421,274,37,9.36,7.38
2,"Инженерное дело, технологии и технические науки",Ярославская область,2021,10139,1327,2116,489,10.66,10.62
3,Здравоохранение и медицинские науки,Ярославская область,2021,6017,433,2599,216,25.83,26.05
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2021,1858,274,221,70,7.21,4.13
5,Науки об обществе,Ярославская область,2021,5212,462,4945,1528,15.2,4.73
6,Образование и педагогические науки,Ярославская область,2021,7067,804,2674,437,10.06,8.68
7,Гуманитарные науки,Ярославская область,2021,618,112,348,112,8.64,3.13
8,Искусство и культура,Ярославская область,2021,269,25,135,61,10.76,2.78
NA,NA,Ярославская область,2021,0,0,0,0,NA,NA
1,Математические и естественные науки,Ярославская область,2022,3894,433,478,34,9.49,19.19
2,"Инженерное дело, технологии и технические науки",Ярославская область,2022,9851,1249,2053,590,11.57,8.16
3,Здравоохранение и медицинские науки,Ярославская область,2022,5894,434,2995,155,27.81,46.04
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2022,1768,297,199,54,6.66,3.23
5,Науки об обществе,Ярославская область,2022,6352,363,5017,1595,24.38,4.76
6,Образование и педагогические науки,Ярославская область,2022,8858,773,3122,482,13.44,10.07
7,Гуманитарные науки,Ярославская область,2022,802,82,426,106,13.15,7.07
8,Искусство и культура,Ярославская область,2022,249,20,179,65,12.45,3.46
1,Математические и естественные науки,Ярославская область,2023,4674,421,886,34,12.32,30.88
2,"Инженерное дело, технологии и технические науки",Ярославская область,2023,11820,1304,3062,638,14.54,11.46
3,Здравоохранение и медицинские науки,Ярославская область,2023,6743,447,3537,179,26.62,24.72
4,Сельское хозяйство и сельскохозяйственные науки,Ярославская область,2023,1337,253,139,80,5.89,1.79
5,Науки об обществе,Ярославская область,2023,7786,346,7719,2228,30.18,6.19
6,Образование и педагогические науки,Ярославская область,2023,9163,764,3091,298,13.14,18.95
7,Гуманитарные науки,Ярославская область,2023,784,58,732,130,15.7,6.28
8,Искусство и культура,Ярославская область,2023,269,21,275,97,12.81,3.24
1,Математические и естественные науки,г.Москва,2016,40899,4594,8064,1210,10.27,9.19
2,"Инженерное дело, технологии и технические науки",г.Москва,2016,260558,26581,55664,14855,12.08,8.68
3,Здравоохранение и медицинские науки,г.Москва,2016,43762,3575,23728,3344,16.78,8.65
4,Сельское хозяйство и сельскохозяйственные науки,г.Москва,2016,7269,1111,3735,236,7.51,25.46
5,Науки об обществе,г.Москва,2016,196911,11528,207143,62508,22.36,5.49
6,Образование и педагогические науки,г.Москва,2016,39350,3144,34101,4363,14.09,13.46
7,Гуманитарные науки,г.Москва,2016,38103,3096,27209,4718,15.89,7.66
8,Искусство и культура,г.Москва,2016,16817,2644,13010,4666,8.85,7.01
1,Математические и естественные науки,г.Москва,2017,46658,4667,7424,1431,12.55,9.31
2,"Инженерное дело, технологии и технические науки",г.Москва,2017,274436,25252,50976,14464,14.04,8.25
3,Здравоохранение и медицинские науки,г.Москва,2017,40859,3465,22978,4275,14.77,6.85
4,Сельское хозяйство и сельскохозяйственные науки,г.Москва,2017,7659,1121,4113,193,7.81,75
5,Науки об обществе,г.Москва,2017,234448,11094,224607,60966,26.41,6
6,Образование и педагогические науки,г.Москва,2017,37103,3251,24691,4223,13.26,9.56
7,Гуманитарные науки,г.Москва,2017,41150,2998,27505,5368,17.35,6.26
8,Искусство и культура,г.Москва,2017,23236,2717,13966,4871,12.85,6.36
1,Математические и естественные науки,г.Москва,2018,57763,5572,10184,2199,12.85,6.1
2,"Инженерное дело, технологии и технические науки",г.Москва,2018,314019,26674,58521,15111,15.16,7.33
3,Здравоохранение и медицинские науки,г.Москва,2018,43438,3517,22323,5019,15.24,5.96
4,Сельское хозяйство и сельскохозяйственные науки,г.Москва,2018,9647,1160,3953,282,11.02,38.58
5,Науки об обществе,г.Москва,2018,256785,10999,233925,67141,28.71,5.62
6,Образование и педагогические науки,г.Москва,2018,33471,2462,23891,5133,16.04,9
7,Гуманитарные науки,г.Москва,2018,43651,2974,27772,5722,18.74,6.22
8,Искусство и культура,г.Москва,2018,20540,2700,13873,4768,10.85,5.48
NA,NA,г.Москва,2018,2464,160,1156,243,15.4,4.76
1,Математические и естественные науки,г.Москва,2019,64340,5670,13071,2561,13.6,9.68
2,"Инженерное дело, технологии и технические науки",г.Москва,2019,350862,27039,66955,17455,16.17,7.38
3,Здравоохранение и медицинские науки,г.Москва,2019,43147,3684,24123,5202,14.66,5.7
4,Сельское хозяйство и сельскохозяйственные науки,г.Москва,2019,9066,1205,5152,238,8.29,61.51
5,Науки об обществе,г.Москва,2019,267242,11218,234826,65214,30.32,5.71
6,Образование и педагогические науки,г.Москва,2019,51011,2478,33876,5957,42.93,23.13
7,Гуманитарные науки,г.Москва,2019,53478,3163,32844,5971,23.76,7.32
8,Искусство и культура,г.Москва,2019,25349,2460,14550,4657,17.16,6.22
NA,NA,г.Москва,2019,4946,262,2522,372,18.88,6.89
1,Математические и естественные науки,г.Москва,2020,73124,5709,17744,2487,15.97,9.03
