region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Нижегородская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,Принятые,1.48,1.89,2.32,2.58,3.06,2.91,3.11,2.88
Нижегородская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,Поданные,1.98,2,2.21,2.29,2.01,2.62,2.16,2.08
Нижегородская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,Принятые,2.09,2.4,2.52,2.46,2.1,2.37,2.43,2.05
Нижегородская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,Поданные,12.76,12.12,12.98,13.82,12.15,10.83,10.99,12.89
Нижегородская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,Принятые,10.25,10.57,10.65,10.01,10.35,10.4,11.27,11.53
Нижегородская область,7,Гуманитарные науки,45,7.45.00.00 - Языкознание и литературоведение,Поданные,3.26,5.79,5.26,6.73,5.92,4.34,3.09,5.06
Нижегородская область,7,Гуманитарные науки,45,7.45.00.00 - Языкознание и литературоведение,Принятые,2.4,2.69,2.66,3.18,3.33,3,2.69,2.49
Нижегородская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,Поданные,0.88,0.8,0.69,0.72,0.53,0.66,1.01,0.78
Нижегородская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,Принятые,0.39,0.35,0.36,0.48,0.41,0.45,0.47,0.71
Нижегородская область,7,Гуманитарные науки,47,"7.47.00.00 - Философия, этика и религиоведение",Поданные,0.38,0.38,0.33,0.24,0.25,NA,0.2,0.21
Нижегородская область,7,Гуманитарные науки,47,"7.47.00.00 - Философия, этика и религиоведение",Принятые,0.13,0.13,0.11,0.09,0.11,NA,0.11,0.07
Нижегородская область,7,Гуманитарные науки,48,7.48.00.00 - Теология,Поданные,0.01,0.03,0.02,0.01,0.01,NA,0.02,0.03
Нижегородская область,7,Гуманитарные науки,48,7.48.00.00 - Теология,Принятые,0.02,0.1,0.07,0.06,0.06,NA,0.08,0.09
Нижегородская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,Поданные,0.41,0.5,0.5,0.63,0.88,0.64,0.5,0.58
Нижегородская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,Принятые,1.2,1.04,1.06,1.3,1.43,1.2,1.13,1.22
Нижегородская область,8,Искусство и культура,50,8.50.00.00 - Искусствознание,Поданные,0.01,0,NA,NA,NA,NA,NA,NA
Нижегородская область,8,Искусство и культура,50,8.50.00.00 - Искусствознание,Принятые,0.05,0.01,NA,NA,NA,NA,NA,NA
Нижегородская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,Поданные,0.19,0.14,0.12,0.01,0.17,0.13,0.1,0.16
Нижегородская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,Принятые,0.14,0.08,0.06,0,0.11,0.11,0.08,0.08
Нижегородская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,Поданные,0.04,0.05,0.05,0.05,0.03,0.01,0.01,0.02
Нижегородская область,8,Искусство и культура,52,8.52.00.00 - Сценические искусства и литературное творчество,Принятые,0.04,0.04,0.03,0.03,0.04,0.05,0.05,0.04
Нижегородская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,Поданные,0.27,0.32,0.4,0.36,0.28,0.17,0.15,0.18
Нижегородская область,8,Искусство и культура,53,8.53.00.00 - Музыкальное искусство,Принятые,0.59,0.59,0.65,0.52,0.54,0.61,0.57,0.57
Нижегородская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,Поданные,0.35,0.39,0.31,0.24,0.49,0.32,0.57,0.86
Нижегородская область,8,Искусство и культура,54,8.54.00.00 - Изобразительное и прикладные виды искусств,Принятые,0.53,0.49,0.55,0.41,0.58,0.66,1.24,1.33
Нижегородская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,Поданные,0.04,0.05,0.03,0.02,0.02,0.01,0.01,0.02
Нижегородская область,8,Искусство и культура,55,8.55.00.00 - Экранные искусства,Принятые,0.12,0.09,0.06,0.05,0.09,0.06,0.05,0.08
Нижегородская область,2,"Инженерное дело, технологии и технические науки",29,2.29.00.00 - Технологии легкой промышленности,Поданные,NA,0.03,0.05,0.04,0.02,0.03,0.03,0.09
Нижегородская область,2,"Инженерное дело, технологии и технические науки",29,2.29.00.00 - Технологии легкой промышленности,Принятые,NA,0.13,0.19,0.13,0.09,0.13,0.13,0.18
Нижегородская область,3,Здравоохранение и медицинские науки,30,3.30.00.00 - Фундаментальная медицина,Поданные,NA,0.3,0.18,1.04,0.84,0.94,0.92,0.66
Нижегородская область,3,Здравоохранение и медицинские науки,30,3.30.00.00 - Фундаментальная медицина,Принятые,NA,0.38,0.24,1.2,0.43,0.45,0.42,0.36
Самарская область,1,Математические и естественные науки,01,1.01.00.00 - Математика и механика,Поданные,1.19,0.87,1.09,1.14,1.6,2.58,2.26,2.39
Самарская область,1,Математические и естественные науки,01,1.01.00.00 - Математика и механика,Принятые,0.82,1.05,0.97,1.08,1.08,1.38,1.24,1.26
Самарская область,1,Математические и естественные науки,02,1.02.00.00 - Компьютерные и информационные науки,Поданные,0.7,0.42,0.54,0.74,1.02,1.44,1.14,1.63
Самарская область,1,Математические и естественные науки,02,1.02.00.00 - Компьютерные и информационные науки,Принятые,0.5,0.63,0.54,0.65,0.68,0.88,0.71,0.62
Самарская область,1,Математические и естественные науки,03,1.03.00.00 - Физика и астрономия,Поданные,0.33,0.16,0.16,0.18,0.35,0.46,0.43,0.36
Самарская область,1,Математические и естественные науки,03,1.03.00.00 - Физика и астрономия,Принятые,0.25,0.3,0.32,0.33,0.31,0.42,0.41,0.26
