region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Омская область,5,Науки об обществе,40,5.40.00.00 - Юриспруденция,"Принято, коммерция",24.44,NA,NA,NA,NA,NA,NA,NA
Омская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Подано, бюджет",0.37,0.47,0.46,0.55,0.56,0.64,0.64,0.69
Омская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Подано, коммерция",0.12,0.1,0.04,0.15,0.2,0.25,0.28,0.42
Омская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Принято, бюджет",0.44,0.04,0.24,0,0.03,0,0.1,0.2
Омская область,5,Науки об обществе,42,5.42.00.00 - Средства массовой информации и информационно-библиотечное дело,"Принято, коммерция",0,NA,NA,NA,NA,NA,NA,NA
Омская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Подано, бюджет",4,3.72,6.22,7.13,7.25,6.5,5.75,5.23
Омская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Подано, коммерция",1.71,3.05,2.61,3.35,4.06,2.77,2.79,2.7
Омская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Принято, бюджет",4.6,5.48,6.39,6.73,7.09,5.96,6.95,0.36
Омская область,5,Науки об обществе,43,5.43.00.00 - Сервис и туризм,"Принято, коммерция",1.73,NA,NA,NA,NA,NA,NA,NA
Омская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Подано, бюджет",6.04,6.47,6.98,6.91,7.26,7.48,6.14,7.97
Омская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Подано, коммерция",1.56,7.39,7.42,6.49,5.75,8.57,8.26,7.4
Омская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Принято, бюджет",5.42,38.8,42.42,41.12,41.38,48.81,46.76,50.84
Омская область,6,Образование и педагогические науки,44,6.44.00.00 - Образование и педагогические науки,"Принято, коммерция",1.64,NA,NA,NA,NA,NA,NA,NA
Омская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Подано, бюджет",1.27,0.92,1.03,0.82,1.02,0.86,0.92,0.65
Омская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Подано, коммерция",0.17,0.25,0.33,0.59,0.09,0.07,0.23,0.61
Омская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Принято, бюджет",1.15,1.04,0.91,0.93,0.98,0.93,1.07,0.92
Омская область,7,Гуманитарные науки,46,7.46.00.00 - История и археология,"Принято, коммерция",0.12,NA,NA,NA,NA,NA,NA,NA
Омская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Подано, бюджет",1.84,1.89,1.98,2.4,1.95,2.27,1.64,1.88
Омская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Подано, коммерция",1.8,1.5,0.88,0.56,1,0.48,0.86,0.95
Омская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Принято, бюджет",1.88,10.56,9.27,9.58,9.3,10.95,9.56,10.7
Омская область,7,Гуманитарные науки,49,7.49.00.00 - Физическая культура и спорт,"Принято, коммерция",1.59,NA,NA,NA,NA,NA,NA,NA
Омская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Подано, бюджет",1.98,1.89,1.91,1.54,1.36,1.49,1.44,0.89
Омская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Подано, коммерция",0.59,0.9,1.5,0.61,0.42,0.49,0.35,0.6
Омская область,8,Искусство и культура,51,8.51.00.00 - Культуроведение и социокультурные проекты,"Принято, бюджет",1.22,7.23,6.56,6.43,6.38,5.54,5.45,5.03
