region,field,field_name,code,group_code_name,stat,2016,2017,2018,2019,2020,2021,2022,2023
Ростовская область,2,"Инженерное дело, технологии и технические науки",25,2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники,"Подано, бюджет",0.21,0.22,0.37,0.28,0.26,0.14,0.18,0.15
Ростовская область,2,"Инженерное дело, технологии и технические науки",25,2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники,"Подано, коммерция",0.51,0.38,0.53,0.36,0.19,0.1,0.15,0
Ростовская область,2,"Инженерное дело, технологии и технические науки",25,2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники,"Принято, бюджет",0.22,0,0,0,0,0,0,0
Ростовская область,2,"Инженерное дело, технологии и технические науки",25,2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники,"Принято, коммерция",0.52,0,NA,NA,NA,0,NA,NA
Ростовская область,2,"Инженерное дело, технологии и технические науки",26,2.26.00.00 - Техника и технологии кораблестроения и водного транспорта,"Подано, бюджет",2.62,4.1,3.43,2.5,2.04,2.17,2.74,2.81
Ростовская область,2,"Инженерное дело, технологии и технические науки",26,2.26.00.00 - Техника и технологии кораблестроения и водного транспорта,"Подано, коммерция",5.23,6.96,3.66,3.45,2.88,3.32,4.69,3.76
Ростовская область,2,"Инженерное дело, технологии и технические науки",26,2.26.00.00 - Техника и технологии кораблестроения и водного транспорта,"Принято, бюджет",1.71,7.04,6.07,5.81,5.76,2.59,2.68,3.06
Ростовская область,2,"Инженерное дело, технологии и технические науки",26,2.26.00.00 - Техника и технологии кораблестроения и водного транспорта,"Принято, коммерция",4.85,0,NA,NA,NA,0,NA,NA
Ростовская область,2,"Инженерное дело, технологии и технические науки",27,2.27.00.00 - Управление в технических системах,"Подано, бюджет",0.66,0.81,0.83,0.83,0.84,0.87,0.97,0.94
Ростовская область,2,"Инженерное дело, технологии и технические науки",27,2.27.00.00 - Управление в технических системах,"Подано, коммерция",0.31,0.33,0.52,0.74,0.31,0.37,0.25,0.35
Ростовская область,2,"Инженерное дело, технологии и технические науки",27,2.27.00.00 - Управление в технических системах,"Принято, бюджет",0.48,0.03,0.11,0,0.05,0.03,0.13,0.15
Ростовская область,2,"Инженерное дело, технологии и технические науки",27,2.27.00.00 - Управление в технических системах,"Принято, коммерция",0.44,0,NA,NA,NA,0,NA,NA
Ростовская область,2,"Инженерное дело, технологии и технические науки",29,2.29.00.00 - Технологии легкой промышленности,"Подано, бюджет",1.6,1.53,1.44,1.28,1.41,1.47,1.63,1.52
Ростовская область,2,"Инженерное дело, технологии и технические науки",29,2.29.00.00 - Технологии легкой промышленности,"Подано, коммерция",0.03,0,0.03,0.03,0.06,0.01,0.07,0.07
Ростовская область,2,"Инженерное дело, технологии и технические науки",29,2.29.00.00 - Технологии легкой промышленности,"Принято, бюджет",2.19,0.78,0.81,0.98,1.43,0.13,0.94,0.89
Ростовская область,2,"Инженерное дело, технологии и технические науки",29,2.29.00.00 - Технологии легкой промышленности,"Принято, коммерция",0.04,0,NA,NA,NA,0,NA,NA
