field;field_name;group_code_name;edulvl;edulvl_2;code_name_official;code_name;code_old;code;spec_name;comment
2;Инженерное дело, технологии и технические науки;2.24.00.00 - Авиационная и ракетно-космическая техника;ВО;Специалитет;2.24.05.01 - Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов;24.05.01 - Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов;;24.05.01;Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов;
2;Инженерное дело, технологии и технические науки;2.24.00.00 - Авиационная и ракетно-космическая техника;ВО;Специалитет;2.24.05.02 - Проектирование авиационных и ракетных двигателей;24.05.02 - Проектирование авиационных и ракетных двигателей;;24.05.02;Проектирование авиационных и ракетных двигателей;
2;Инженерное дело, технологии и технические науки;2.24.00.00 - Авиационная и ракетно-космическая техника;ВО;Специалитет;2.24.05.03 - Испытание летательных аппаратов;24.05.03 - Испытание летательных аппаратов;;24.05.03;Испытание летательных аппаратов;
2;Инженерное дело, технологии и технические науки;2.24.00.00 - Авиационная и ракетно-космическая техника;ВО;Специалитет;2.24.05.04 - Навигационно-баллистическое обеспечение применения космической техники;24.05.04 - Навигационно-баллистическое обеспечение применения космической техники;;24.05.04;Навигационно-баллистическое обеспечение применения космической техники;
2;Инженерное дело, технологии и технические науки;2.24.00.00 - Авиационная и ракетно-космическая техника;ВО;Специалитет;2.24.05.05 - Интегрированные системы летательных аппаратов;24.05.05 - Интегрированные системы летательных аппаратов;;24.05.05;Интегрированные системы летательных аппаратов;
2;Инженерное дело, технологии и технические науки;2.24.00.00 - Авиационная и ракетно-космическая техника;ВО;Специалитет;2.24.05.06 - Системы управления летательными аппаратами;24.05.06 - Системы управления летательными аппаратами;;24.05.06;Системы управления летательными аппаратами;
2;Инженерное дело, технологии и технические науки;2.24.00.00 - Авиационная и ракетно-космическая техника;ВО;Специалитет;2.24.05.07 - Самолето- и вертолетостроение;24.05.07 - Самолето- и вертолетостроение;;24.05.07;Самолето- и вертолетостроение;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Бакалавриат;2.25.03.01 - Техническая эксплуатация летательных аппаратов и двигателей;25.03.01 - Техническая эксплуатация летательных аппаратов и двигателей;;25.03.01;Техническая эксплуатация летательных аппаратов и двигателей;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Бакалавриат;2.25.03.02 - Техническая эксплуатация авиационных электросистем и пилотажно-навигационных комплексов;25.03.02 - Техническая эксплуатация авиационных электросистем и пилотажно-навигационных комплексов;;25.03.02;Техническая эксплуатация авиационных электросистем и пилотажно-навигационных комплексов;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Бакалавриат;2.25.03.03 - Аэронавигация;25.03.03 - Аэронавигация;;25.03.03;Аэронавигация;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Бакалавриат;2.25.03.04 - Эксплуатация аэропортов и обеспечение полетов воздушных судов;25.03.04 - Эксплуатация аэропортов и обеспечение полетов воздушных судов;;25.03.04;Эксплуатация аэропортов и обеспечение полетов воздушных судов;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.01 - Техническая эксплуатация летательных аппаратов и двигателей;25.02.01 - Техническая эксплуатация летательных аппаратов и двигателей;;25.02.01;Техническая эксплуатация летательных аппаратов и двигателей;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.02 - Обслуживание летательных аппаратов горюче-смазочными материалами;25.02.02 - Обслуживание летательных аппаратов горюче-смазочными материалами;;25.02.02;Обслуживание летательных аппаратов горюче-смазочными материалами;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.03 - Техническая эксплуатация электрифицированных и пилотажно-навигационных комплексов;25.02.03 - Техническая эксплуатация электрифицированных и пилотажно-навигационных комплексов;;25.02.03;Техническая эксплуатация электрифицированных и пилотажно-навигационных комплексов;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.04 - Летная эксплуатация летательных аппаратов;25.02.04 - Летная эксплуатация летательных аппаратов;;25.02.04;Летная эксплуатация летательных аппаратов;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.05 - Управление движением воздушного транспорта;25.02.05 - Управление движением воздушного транспорта;;25.02.05;Управление движением воздушного транспорта;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.06 - Производство и обслуживание авиационной техники;25.02.06 - Производство и обслуживание авиационной техники;;25.02.06;Производство и обслуживание авиационной техники;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.07 - Техническое обслуживание авиационных двигателей;25.02.07 - Техническое обслуживание авиационных двигателей;;25.02.07;Техническое обслуживание авиационных двигателей;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.08 - Эксплуатация беспилотных авиационных систем;25.02.08 - Эксплуатация беспилотных авиационных систем;;25.02.08;Эксплуатация беспилотных авиационных систем;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;СПО;Подготовка специалистов среднего звена;2.25.02.09 - Организация воздушных перевозок и авиационных работ;25.02.09 - Организация воздушных перевозок и авиационных работ;;25.02.09;Организация воздушных перевозок и авиационных работ;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Специалитет;2.25.05.01 - Техническая эксплуатация и восстановление боевых летательных аппаратов и двигателей;25.05.01 - Техническая эксплуатация и восстановление боевых летательных аппаратов и двигателей;;25.05.01;Техническая эксплуатация и восстановление боевых летательных аппаратов и двигателей;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Специалитет;2.25.05.02 - Техническая эксплуатация и восстановление электросистем и пилотажно-навигационных комплексов боевых летательных аппаратов;25.05.02 - Техническая эксплуатация и восстановление электросистем и пилотажно-навигационных комплексов боевых летательных аппаратов;;25.05.02;Техническая эксплуатация и восстановление электросистем и пилотажно-навигационных комплексов боевых летательных аппаратов;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Специалитет;2.25.05.03 - Техническая эксплуатация транспортного радиооборудования;25.05.03 - Техническая эксплуатация транспортного радиооборудования;;25.05.03;Техническая эксплуатация транспортного радиооборудования;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Специалитет;2.25.05.04 - Летная эксплуатация и применение авиационных комплексов;25.05.04 - Летная эксплуатация и применение авиационных комплексов;;25.05.04;Летная эксплуатация и применение авиационных комплексов;
2;Инженерное дело, технологии и технические науки;2.25.00.00 - Аэронавигация и эксплуатация авиационной и ракетно-космической техники;ВО;Специалитет;2.25.05.05 - Эксплуатация воздушных судов и организация воздушного движения;25.05.05 - Эксплуатация воздушных судов и организация воздушного движения;;25.05.05;Эксплуатация воздушных судов и организация воздушного движения;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Бакалавриат;2.26.03.01 - Управление водным транспортом и гидрографическое обеспечение судоходства;26.03.01 - Управление водным транспортом и гидрографическое обеспечение судоходства;;26.03.01;Управление водным транспортом и гидрографическое обеспечение судоходства;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Бакалавриат;2.26.03.02 - Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры;26.03.02 - Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры;;26.03.02;Кораблестроение, океанотехника и системотехника объектов морской инфраструктуры;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Бакалавриат;2.26.03.03 - Водные пути, порты и гидротехнические сооружения;26.03.03 - Водные пути, порты и гидротехнические сооружения;;26.03.03;Водные пути, порты и гидротехнические сооружения;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Бакалавриат;2.26.03.04 - Инженерно-экономическое обеспечение технологий и бизнес-процессов водного транспорта;26.03.04 - Инженерно-экономическое обеспечение технологий и бизнес-процессов водного транспорта;;26.03.04;Инженерно-экономическое обеспечение технологий и бизнес-процессов водного транспорта;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.01 - Судостроитель-судоремонтник металлических судов;26.01.01 - Судостроитель-судоремонтник металлических судов;;26.01.01;Судостроитель-судоремонтник металлических судов;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.02 - Судостроитель-судоремонтник неметаллических судов;26.01.02 - Судостроитель-судоремонтник неметаллических судов;;26.01.02;Судостроитель-судоремонтник неметаллических судов;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.03 - Слесарь-монтажник судовой;26.01.03 - Слесарь-монтажник судовой;;26.01.03;Слесарь-монтажник судовой;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.05 - Электрорадиомонтажник судовой;26.01.05 - Электрорадиомонтажник судовой;;26.01.05;Электрорадиомонтажник судовой;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.06 - Судоводитель-помощник механика маломерного судна;26.01.06 - Судоводитель-помощник механика маломерного судна;;26.01.06;Моторист-рулевой;замена названия, было - Судоводитель-помощник механика маломерного судна
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.07 - Матрос;26.01.07 - Матрос;;26.01.07;Матрос;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.08 - Моторист (машинист);26.01.08 - Моторист (машинист);;26.01.08;Моторист (машинист);утратил силу
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.09 - Моторист судовой;26.01.09 - Моторист судовой;;26.01.09;Моторист судовой;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.12 - Электрик судовой;26.01.12 - Электрик судовой;;26.01.12;Электрик судовой;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка квалифицированных рабочих, служащих;2.26.01.13 - Водолаз;26.01.13 - Водолаз;;26.01.13;Водолаз;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка специалистов среднего звена;2.26.02.01 - Эксплуатация внутренних водных путей;26.02.01 - Эксплуатация внутренних водных путей;;26.02.01;Эксплуатация внутренних водных путей;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка специалистов среднего звена;2.26.02.02 - Судостроение;26.02.02 - Судостроение;;26.02.02;Судостроение;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка специалистов среднего звена;2.26.02.03 - Судовождение;26.02.03 - Судовождение;;26.02.03;Судовождение;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка специалистов среднего звена;2.26.02.04 - Монтаж и техническое обслуживание судовых машин и механизмов;26.02.04 - Монтаж и техническое обслуживание судовых машин и механизмов;;26.02.04;Монтаж и техническое обслуживание судовых машин и механизмов;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка специалистов среднего звена;2.26.02.05 - Эксплуатация судовых энергетических установок;26.02.05 - Эксплуатация судовых энергетических установок;;26.02.05;Эксплуатация судовых энергетических установок;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;СПО;Подготовка специалистов среднего звена;2.26.02.06 - Эксплуатация судового электрооборудования и средств автоматики;26.02.06 - Эксплуатация судового электрооборудования и средств автоматики;;26.02.06;Эксплуатация судового электрооборудования и средств автоматики;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Специалитет;2.26.05.01 - Проектирование и постройка кораблей, судов и объектов океанотехники;26.05.01 - Проектирование и постройка кораблей, судов и объектов океанотехники;;26.05.01;Проектирование и постройка кораблей, судов и объектов океанотехники;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Специалитет;2.26.05.02 - Проектирование, изготовление и ремонт энергетических установок и систем автоматизации кораблей и судов;26.05.02 - Проектирование, изготовление и ремонт энергетических установок и систем автоматизации кораблей и судов;;26.05.02;Проектирование, изготовление и ремонт энергетических установок и систем автоматизации кораблей и судов;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Специалитет;2.26.05.03 - Строительство, ремонт и поисково-спасательное обеспечение надводных кораблей и подводных лодок;26.05.03 - Строительство, ремонт и поисково-спасательное обеспечение надводных кораблей и подводных лодок;;26.05.03;Строительство, ремонт и поисково-спасательное обеспечение надводных кораблей и подводных лодок;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Специалитет;2.26.05.04 - Применение и эксплуатация технических систем надводных кораблей и подводных лодок;26.05.04 - Применение и эксплуатация технических систем надводных кораблей и подводных лодок;;26.05.04;Применение и эксплуатация технических систем надводных кораблей и подводных лодок;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Специалитет;2.26.05.05 - Судовождение;26.05.05 - Судовождение;;26.05.05;Судовождение;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Специалитет;2.26.05.06 - Эксплуатация судовых энергетических установок;26.05.06 - Эксплуатация судовых энергетических установок;;26.05.06;Эксплуатация судовых энергетических установок;
2;Инженерное дело, технологии и технические науки;2.26.00.00 - Техника и технологии кораблестроения и водного транспорта;ВО;Специалитет;2.26.05.07 - Эксплуатация судового электрооборудования и средств автоматики;26.05.07 - Эксплуатация судового электрооборудования и средств автоматики;;26.05.07;Эксплуатация судового электрооборудования и средств автоматики;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;ВО;Бакалавриат;2.27.03.01 - Стандартизация и метрология;27.03.01 - Стандартизация и метрология;;27.03.01;Стандартизация и метрология;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;ВО;Бакалавриат;2.27.03.02 - Управление качеством;27.03.02 - Управление качеством;;27.03.02;Управление качеством;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;ВО;Бакалавриат;2.27.03.03 - Системный анализ и управление;27.03.03 - Системный анализ и управление;;27.03.03;Системный анализ и управление;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;ВО;Бакалавриат;2.27.03.04 - Управление в технических системах;27.03.04 - Управление в технических системах;;27.03.04;Управление в технических системах;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;ВО;Бакалавриат;2.27.03.05 - Инноватика;27.03.05 - Инноватика;;27.03.05;Инноватика;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;СПО;Подготовка квалифицированных рабочих, служащих;2.27.01.01 - Контролер измерительных приборов;27.01.01 - Контролер измерительных приборов;;27.01.01;Контролер измерительных приборов;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;СПО;Подготовка специалистов среднего звена;2.27.02.03 - Автоматика и телемеханика на транспорте (железнодорожном транспорте);27.02.03 - Автоматика и телемеханика на транспорте (железнодорожном транспорте);;27.02.03;Автоматика и телемеханика на транспорте (железнодорожном транспорте);
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;СПО;Подготовка специалистов среднего звена;2.27.02.04 - Автоматические системы управления;27.02.04 - Автоматические системы управления;;27.02.04;Автоматические системы управления;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;СПО;Подготовка специалистов среднего звена;2.27.02.05 - Системы и средства диспетчерского управления;27.02.05 - Системы и средства диспетчерского управления;;27.02.05;Системы и средства диспетчерского управления;
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;СПО;Подготовка специалистов среднего звена;2.27.02.06 - Контроль работы измерительных приборов;27.02.06 - Контроль работы измерительных приборов;;27.02.06;Метрологический контроль средств измерений;замена названия, было - Контроль работы измерительных приборов
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;СПО;Подготовка специалистов среднего звена;2.27.02.07 - Управление качеством продукции, процессов и услуг (по отраслям);27.02.07 - Управление качеством продукции, процессов и услуг (по отраслям);;27.02.07;Управление качеством продукции, процессов и услуг (по отраслям);
2;Инженерное дело, технологии и технические науки;2.27.00.00 - Управление в технических системах;ВО;Специалитет;2.27.05.01 - Специальные организационно-технические системы;27.05.01 - Специальные организационно-технические системы;;27.05.01;Специальные организационно-технические системы;
2;Инженерное дело, технологии и технические науки;2.28.00.00 - Нанотехнологии и наноматериалы;ВО;Бакалавриат;2.28.03.01 - Нанотехнологии и микросистемная техника;28.03.01 - Нанотехнологии и микросистемная техника;;28.03.01;Нанотехнологии и микросистемная техника;
2;Инженерное дело, технологии и технические науки;2.28.00.00 - Нанотехнологии и наноматериалы;ВО;Бакалавриат;2.28.03.02 - Наноинженерия;28.03.02 - Наноинженерия;;28.03.02;Наноинженерия;
2;Инженерное дело, технологии и технические науки;2.28.00.00 - Нанотехнологии и наноматериалы;ВО;Бакалавриат;2.28.03.03 - Наноматериалы;28.03.03 - Наноматериалы;;28.03.03;Наноматериалы;
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;ВО;Бакалавриат;2.29.03.01 - Технология изделий легкой промышленности;29.03.01 - Технология изделий легкой промышленности;;29.03.01;Технология изделий легкой промышленности;
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;ВО;Бакалавриат;2.29.03.02 - Технологии и проектирование текстильных изделий;29.03.02 - Технологии и проектирование текстильных изделий;;29.03.02;Технологии и проектирование текстильных изделий;
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;ВО;Бакалавриат;2.29.03.03 - Технология полиграфического и упаковочного производства;29.03.03 - Технология полиграфического и упаковочного производства;;29.03.03;Технология полиграфического и упаковочного производства;
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;ВО;Бакалавриат;2.29.03.04 - Технология художественной обработки материалов;29.03.04 - Технология художественной обработки материалов;;29.03.04;Технология художественной обработки материалов;
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;ВО;Бакалавриат;2.29.03.05 - Конструирование изделий легкой промышленности;29.03.05 - Конструирование изделий легкой промышленности;;29.03.05;Конструирование изделий легкой промышленности;
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.02 - Обувщик (широкого профиля);29.01.02 - Обувщик (широкого профиля);;29.01.02;Обувщик (широкого профиля);утратил силу
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.04 - Художник по костюму;29.01.04 - Художник по костюму;;29.01.04;Художник по костюму;
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.05 - Закройщик;29.01.05 - Закройщик;;29.01.05;Закройщик;утратил силу
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.07 - Портной;29.01.07 - Портной;;29.01.07;Портной;утратил силу
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.08 - Оператор швейного оборудования;29.01.08 - Оператор швейного оборудования;;29.01.08;Оператор швейного оборудования;утратил силу
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.09 - Вышивальщица;29.01.09 - Вышивальщица;;29.01.09;Мастер-исполнитель художественной вышивки (по видам);замена названия, было - Вышивальщица
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.16 - Ткач;29.01.16 - Ткач;;29.01.16;Ткач;утратил силу
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.17 - Оператор вязально-швейного оборудования;29.01.17 - Оператор вязально-швейного оборудования;;29.01.17;Оператор вязально-швейного оборудования;утратил силу
2;Инженерное дело, технологии и технические науки;2.29.00.00 - Технологии легкой промышленности;СПО;Подготовка квалифицированных рабочих, служащих;2.29.01.24 - Оператор электронного набора и верстки;29.01.24 - Оператор электронного набора и верстки;;29.01.24;Оператор электронного набора и верстки;утратил силу
