field;field_name;group_code_name;edulvl;edulvl_2;code_name_official;code_name;code_old;code;spec_name;comment
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;ВО;Бакалавриат;2.12.03.02 - Оптотехника;12.03.02 - Оптотехника;;12.03.02;Оптотехника;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;ВО;Бакалавриат;2.12.03.03 - Фотоника и оптоинформатика;12.03.03 - Фотоника и оптоинформатика;;12.03.03;Фотоника и оптоинформатика;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;ВО;Бакалавриат;2.12.03.04 - Биотехнические системы и технологии;12.03.04 - Биотехнические системы и технологии;;12.03.04;Биотехнические системы и технологии;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;ВО;Бакалавриат;2.12.03.05 - Лазерная техника и лазерные технологии;12.03.05 - Лазерная техника и лазерные технологии;;12.03.05;Лазерная техника и лазерные технологии;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка квалифицированных рабочих, служащих;2.12.01.07 - Электромеханик по ремонту и обслуживанию электронной медицинской аппаратуры;12.01.07 - Электромеханик по ремонту и обслуживанию электронной медицинской аппаратуры;;12.01.07;Электромеханик по ремонту и обслуживанию электронной медицинской аппаратуры;
3;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка квалифицированных рабочих, служащих;2.12.01.09 - Мастер по изготовлению и сборке деталей и узлов оптических и оптико-электронных приборов и систем;12.01.09 - Мастер по изготовлению и сборке деталей и узлов оптических и оптико-электронных приборов и систем;;12.01.09;Мастер по изготовлению и сборке деталей и узлов оптических и оптико-электронных приборов и систем;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка специалистов среднего звена;2.12.02.01 - Авиационные приборы и комплексы;12.02.01 - Авиационные приборы и комплексы;;12.02.01;Авиационные приборы и комплексы;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка специалистов среднего звена;2.12.02.03 - Радиоэлектронные приборные устройства;12.02.03 - Радиоэлектронные приборные устройства;;12.02.03;Радиоэлектронные приборные устройства;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка специалистов среднего звена;2.12.02.04 - Электромеханические приборные устройства;12.02.04 - Электромеханические приборные устройства;;12.02.04;Электромеханические приборные устройства;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка специалистов среднего звена;2.12.02.07 - Монтаж, техническое обслуживание и ремонт медицинской техники;12.02.07 - Монтаж, техническое обслуживание и ремонт медицинской техники;;12.02.07;Монтаж, техническое обслуживание и ремонт медицинской техники;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка специалистов среднего звена;2.12.02.08 - Протезно-ортопедическая и реабилитационная техника;12.02.08 - Протезно-ортопедическая и реабилитационная техника;;12.02.08;Протезно-ортопедическая и реабилитационная техника;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка специалистов среднего звена;2.12.02.09 - Производство и эксплуатация оптических и оптикоэлектронных приборов и систем;12.02.09 - Производство и эксплуатация оптических и оптикоэлектронных приборов и систем;;12.02.09;Производство и эксплуатация оптических и оптикоэлектронных приборов и систем;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;СПО;Подготовка специалистов среднего звена;2.12.02.10 - Монтаж, техническое обслуживание и ремонт биотехнических и медицинских аппаратов и систем;12.02.10 - Монтаж, техническое обслуживание и ремонт биотехнических и медицинских аппаратов и систем;;12.02.10;Монтаж, техническое обслуживание и ремонт биотехнических и медицинских аппаратов и систем;
2;Инженерное дело, технологии и технические науки;2.12.00.00 - Фотоника, приборостроение, оптические и биотехнические системы и технологии;ВО;Специалитет;2.12.05.01 - Электронные и оптико-электронные приборы и системы специального назначения;12.05.01 - Электронные и оптико-электронные приборы и системы специального назначения;;12.05.01;Электронные и оптико-электронные приборы и системы специального назначения;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;ВО;Бакалавриат;2.13.03.01 - Теплоэнергетика и теплотехника;13.03.01 - Теплоэнергетика и теплотехника;;13.03.01;Теплоэнергетика и теплотехника;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;ВО;Бакалавриат;2.13.03.02 - Электроэнергетика и электротехника;13.03.02 - Электроэнергетика и электротехника;;13.03.02;Электроэнергетика и электротехника;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;ВО;Бакалавриат;2.13.03.03 - Энергетическое машиностроение;13.03.03 - Энергетическое машиностроение;;13.03.03;Энергетическое машиностроение;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.01 - Машинист котлов;13.01.01 - Машинист котлов;;13.01.01;Машинист котлов;утратил силу
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.02 - Машинист паровых турбин;13.01.02 - Машинист паровых турбин;;13.01.02;Машинист паровых турбин;утратил силу
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.03 - Электрослесарь по ремонту оборудования электростанций;13.01.03 - Электрослесарь по ремонту оборудования электростанций;;13.01.03;Электрослесарь по ремонту оборудования электростанций;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.04 - Слесарь по ремонту оборудования электростанций;13.01.04 - Слесарь по ремонту оборудования электростанций;;13.01.04;Слесарь по ремонту оборудования электростанций;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.05 - Электромонтер по техническому обслуживанию электростанций и сетей;13.01.05 - Электромонтер по техническому обслуживанию электростанций и сетей;;13.01.05;Электромонтер по техническому обслуживанию электростанций и сетей;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.06 - Электромонтер-линейщик по монтажу воздушных линий высокого напряжения и контактной сети;13.01.06 - Электромонтер-линейщик по монтажу воздушных линий высокого напряжения и контактной сети;;13.01.06;Электромонтер-линейщик по монтажу воздушных линий высокого напряжения и контактной сети;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.07 - Электромонтер по ремонту электросетей;13.01.07 - Электромонтер по ремонту электросетей;;13.01.07;Электромонтер по ремонту электросетей;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.10 - Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям);13.01.10 - Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям);;13.01.10;Электромонтер по ремонту и обслуживанию электрооборудования (по отраслям);
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.13 - Электромонтажник-схемщик;13.01.13 - Электромонтажник-схемщик;;13.01.13;Электромонтажник-схемщик;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.14 - Электромеханик по лифтам;13.01.14 - Электромеханик по лифтам;;13.01.14;Электромеханик по лифтам;
3;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка квалифицированных рабочих, служащих;2.13.01.15 - Электромеханик по лифтам;13.01.15 - Электромеханик по лифтам;;13.01.15;Машинист энергоблока;new
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.01 - Тепловые электрические станции;13.02.01 - Тепловые электрические станции;;13.02.01;Тепловые электрические станции;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.02 - Теплоснабжение и теплотехническое оборудование;13.02.02 - Теплоснабжение и теплотехническое оборудование;;13.02.02;Теплоснабжение и теплотехническое оборудование;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.03 - Электрические станции, сети и системы;13.02.03 - Электрические станции, сети и системы;;13.02.03;Электрические станции, сети и системы;утратил силу
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.04 - Гидроэлектроэнергетические установки;13.02.04 - Гидроэлектроэнергетические установки;;13.02.04;Гидроэлектроэнергетические установки;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.05 - Технология воды, топлива и смазочных материалов на электрических станциях;13.02.05 - Технология воды, топлива и смазочных материалов на электрических станциях;;13.02.05;Технология воды, топлива и смазочных материалов на электрических станциях;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.06 - Релейная защита и автоматизация электроэнергетических систем;13.02.06 - Релейная защита и автоматизация электроэнергетических систем;;13.02.06;Релейная защита и автоматизация электроэнергетических систем;утратил силу
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.07 - Электроснабжение (по отраслям);13.02.07 - Электроснабжение (по отраслям);;13.02.07;Электроснабжение;замена названия, было - Электроснабжение (по отраслям)
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.08 - Электроизоляционная, кабельная и конденсаторная техника;13.02.08 - Электроизоляционная, кабельная и конденсаторная техника;;13.02.08;Электроизоляционная, кабельная и конденсаторная техника;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.09 - Монтаж и эксплуатация линий электропередачи;13.02.09 - Монтаж и эксплуатация линий электропередачи;;13.02.09;Монтаж и эксплуатация линий электропередачи;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.10 - Электрические машины и аппараты;13.02.10 - Электрические машины и аппараты;;13.02.10;Электрические машины и аппараты;утратил силу
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;2.13.02.11 - Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям);13.02.11 - Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям);;13.02.11;Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям);утратил силу
3;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;;;;13.02.12;Электрические станции, сети, их релейная защита и автоматизация;new
4;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;СПО;Подготовка специалистов среднего звена;;;;13.02.13;Эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям);new
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;ВО;Специалитет;2.13.05.01 - Тепло- и электрообеспечение специальных технических систем и объектов;13.05.01 - Тепло- и электрообеспечение специальных технических систем и объектов;;13.05.01;Тепло- и электрообеспечение специальных технических систем и объектов;
2;Инженерное дело, технологии и технические науки;2.13.00.00 - Электро- и теплоэнергетика;ВО;Специалитет;2.13.05.02 - Специальные электромеханические системы;13.05.02 - Специальные электромеханические системы;;13.05.02;Специальные электромеханические системы;
2;Инженерное дело, технологии и технические науки;2.14.00.00 - Ядерная энергетика и технологии;ВО;Бакалавриат;2.14.03.01 - Ядерная энергетика и теплофизика;14.03.01 - Ядерная энергетика и теплофизика;;14.03.01;Ядерная энергетика и теплофизика;
2;Инженерное дело, технологии и технические науки;2.14.00.00 - Ядерная энергетика и технологии;ВО;Бакалавриат;2.14.03.02 - Ядерные физика и технологии;14.03.02 - Ядерные физика и технологии;;14.03.02;Ядерные физика и технологии;
2;Инженерное дело, технологии и технические науки;2.14.00.00 - Ядерная энергетика и технологии;СПО;Подготовка специалистов среднего звена;2.14.02.01 - Атомные электрические станции и установки;14.02.01 - Атомные электрические станции и установки;;14.02.01;Атомные электрические станции и установки;
2;Инженерное дело, технологии и технические науки;2.14.00.00 - Ядерная энергетика и технологии;СПО;Подготовка специалистов среднего звена;2.14.02.02 - Радиационная безопасность;14.02.02 - Радиационная безопасность;;14.02.02;Радиационная безопасность;
2;Инженерное дело, технологии и технические науки;2.14.00.00 - Ядерная энергетика и технологии;ВО;Специалитет;2.14.05.01 - Ядерные реакторы и материалы;14.05.01 - Ядерные реакторы и материалы;;14.05.01;Ядерные реакторы и материалы;
2;Инженерное дело, технологии и технические науки;2.14.00.00 - Ядерная энергетика и технологии;ВО;Специалитет;2.14.05.02 - Атомные станции: проектирование, эксплуатация и инжиниринг;14.05.02 - Атомные станции: проектирование, эксплуатация и инжиниринг;;14.05.02;Атомные станции: проектирование, эксплуатация и инжиниринг;
2;Инженерное дело, технологии и технические науки;2.14.00.00 - Ядерная энергетика и технологии;ВО;Специалитет;2.14.05.03 - Технологии разделения изотопов и ядерное топливо;14.05.03 - Технологии разделения изотопов и ядерное топливо;;14.05.03;Технологии разделения изотопов и ядерное топливо;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;ВО;Бакалавриат;2.15.03.01 - Машиностроение;15.03.01 - Машиностроение;;15.03.01;Машиностроение;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;ВО;Бакалавриат;2.15.03.02 - Технологические машины и оборудование;15.03.02 - Технологические машины и оборудование;;15.03.02;Технологические машины и оборудование;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;ВО;Бакалавриат;2.15.03.03 - Прикладная механика;15.03.03 - Прикладная механика;;15.03.03;Прикладная механика;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;ВО;Бакалавриат;2.15.03.04 - Автоматизация технологических процессов и производств;15.03.04 - Автоматизация технологических процессов и производств;;15.03.04;Автоматизация технологических процессов и производств;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;ВО;Бакалавриат;2.15.03.05 - Конструкторско-технологическое обеспечение машиностроительных производств;15.03.05 - Конструкторско-технологическое обеспечение машиностроительных производств;;15.03.05;Конструкторско-технологическое обеспечение машиностроительных производств;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;ВО;Бакалавриат;2.15.03.06 - Мехатроника и робототехника;15.03.06 - Мехатроника и робототехника;;15.03.06;Мехатроника и робототехника;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.04 - Наладчик сварочного и газоплазморезательного оборудования;15.01.04 - Наладчик сварочного и газоплазморезательного оборудования;;15.01.04;Наладчик сварочного и газоплазморезательного оборудования;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.05 - Сварщик (ручной и частично механизированной сварки (наплавки);15.01.05 - Сварщик (ручной и частично механизированной сварки (наплавки);;15.01.05;Сварщик (ручной и частично механизированной сварки (наплавки);
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.06 - Сварщик на лазерных установках;15.01.06 - Сварщик на лазерных установках;;15.01.06;Сварщик на лазерных установках;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.08 - Наладчик литейного оборудования;15.01.08 - Наладчик литейного оборудования;;15.01.08;Наладчик литейного оборудования;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.13 - Монтажник технологического оборудования (по видам оборудования);15.01.13 - Монтажник технологического оборудования (по видам оборудования);;15.01.13;Монтажник технологического оборудования (по видам оборудования);
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.17 - Электромеханик по торговому и холодильному оборудованию;15.01.17 - Электромеханик по торговому и холодильному оборудованию;;15.01.17;Электромеханик по торговому и холодильному оборудованию;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.18 - Машинист холодильных установок;15.01.18 - Машинист холодильных установок;;15.01.18;Машинист холодильных установок;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.20 - Слесарь по контрольно-измерительным приборам и автоматике;15.01.20 - Слесарь по контрольно-измерительным приборам и автоматике;;15.01.20;Слесарь по контрольно-измерительным приборам и автоматике;утратил силу
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.22 - Чертежник-конструктор;15.01.22 - Чертежник-конструктор;;15.01.22;Чертежник-конструктор;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.23 - Наладчик станков и оборудования в механообработке;15.01.23 - Наладчик станков и оборудования в механообработке;;15.01.23;Наладчик станков и оборудования в механообработке;утратил силу
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.29 - Контролер станочных и слесарных работ;15.01.29 - Контролер станочных и слесарных работ;;15.01.29;Контролер качества в машиностроении;замена, было - Контролер станочных и слесарных работ
3;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.31 - Мастер контрольно-измерительных приборов и автоматики;15.01.31 - Мастер контрольно-измерительных приборов и автоматики;;15.01.31;Мастер контрольно-измерительных приборов и автоматики;утратил силу
4;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.32 - Оператор станков с программным управлением;15.01.32 - Оператор станков с программным управлением;;15.01.32;Оператор станков с программным управлением;утратил силу
5;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.33 - Токарь на станках с числовым программным управлением;15.01.33 - Токарь на станках с числовым программным управлением;;15.01.33;Токарь на станках с числовым программным управлением;утратил силу
6;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.34 - Фрезеровщик на станках с числовым программным управлением;15.01.34 - Фрезеровщик на станках с числовым программным управлением;;15.01.34;Фрезеровщик на станках с числовым программным управлением;утратил силу
7;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.35 - Мастер слесарных работ;15.01.35 - Мастер слесарных работ;;15.01.35;Мастер слесарных работ;
8;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.36 - Дефектоскопист;15.01.36 - Дефектоскопист;;15.01.36;Дефектоскопист;
9;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.37 - Дефектоскопист;15.01.37 - Дефектоскопист;;15.01.37;Слесарь-наладчик контрольно-измерительных приборов и автоматики;new
10;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка квалифицированных рабочих, служащих;2.15.01.38 - Дефектоскопист;15.01.38 - Дефектоскопист;;15.01.38;Оператор-наладчик металлообрабатывающих станков;new
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.02 - Техническая эксплуатация оборудования для производства электронной техники;15.02.02 - Техническая эксплуатация оборудования для производства электронной техники;;15.02.02;Техническая эксплуатация оборудования для производства электронной техники;утратил силу
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.03 - Техническая эксплуатация гидравлических машин, гидроприводов и гидропневмоавтоматики;15.02.03 - Техническая эксплуатация гидравлических машин, гидроприводов и гидропневмоавтоматики;;15.02.03;Монтаж, техническое обслуживание и ремонт гидравлического и пневматического оборудования (по отраслям);замена названия, было - Техническая эксплуатация гидравлических машин, гидроприводов и гидропневмоавтоматики
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.04 - Специальные машины и устройства;15.02.04 - Специальные машины и устройства;;15.02.04;Специальные машины и устройства;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.05 - Техническая эксплуатация оборудования в торговле и общественном питании;15.02.05 - Техническая эксплуатация оборудования в торговле и общественном питании;;15.02.05;Техническая эксплуатация оборудования в торговле и общественном питании;утратил силу
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.06 - Монтаж и техническая эксплуатация холодильно-компрессорных машин и установок (по отраслям);15.02.06 - Монтаж и техническая эксплуатация холодильно-компрессорных машин и установок (по отраслям);;15.02.06;Монтаж и техническая эксплуатация холодильно-компрессорных машин и установок (по отраслям);
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.09 - Аддитивные технологии;15.02.09 - Аддитивные технологии;;15.02.09;Аддитивные технологии;
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.10 - Мехатроника и мобильная робототехника (по отраслям);15.02.10 - Мехатроника и мобильная робототехника (по отраслям);;15.02.10;Мехатроника и мобильная робототехника (по отраслям);
2;Инженерное дело, технологии и технические науки;2.15.00.00 - Машиностроение;СПО;Подготовка специалистов среднего звена;2.15.02.11 - Техническая эксплуатация и обслуживание роботизированного производства;15.02.11 - Техническая эксплуатация и обслуживание роботизированного производства;;15.02.11;Техническая эксплуатация и обслуживание роботизированного производства;утратил силу
